	LCA_simplified	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_26229	Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Haliangiaceae	Haliangium
OTU_26230	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26232	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	unclassified
OTU_26234	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26237	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500_29_marine_group	unclassified
OTU_26252	Verrucomicrobia	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter	unclassified
OTU_26255	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	unclassified	unclassified
OTU_26258	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	unclassified
OTU_26259	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	unclassified
OTU_26269	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	unclassified
OTU_26273	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	unclassified
OTU_26276	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	Dokdonella_sp__LM_2_5
OTU_26280	Candidate_division_OD1	Bacteria	Candidate_division_OD1	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26284	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500_29_marine_group	unclassified
OTU_26290	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	unclassified	unclassified
OTU_26298	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_butyricum
OTU_26303	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	unclassified
OTU_26304	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	unclassified
OTU_26311	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	unclassified	unclassified
OTU_26314	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	C2U	unclassified	unclassified
OTU_26316	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	C2U	unclassified	unclassified
OTU_26324	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Albimonas	unclassified
OTU_26332	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	unclassified
OTU_26359	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	unclassified
OTU_26360	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	unclassified	unclassified
OTU_26365	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	JG35_K1_AG5	unclassified	unclassified
OTU_26372	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	unclassified
OTU_26392	TM6	Bacteria	TM6	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26396	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	unclassified
OTU_26397	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	unclassified	unclassified
OTU_26423	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	unclassified
OTU_26434	Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Phaselicystidaceae	Phaselicystis
OTU_26446	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	unclassified
OTU_26450	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_26453	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_sp__CHNTR26
OTU_26479	Acidobacteria	Bacteria	Acidobacteria	Acidobacteria	Candidatus_Chloracidobacterium	unclassified	unclassified	unclassified
OTU_26482	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_26491	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26496	Verrucomicrobia	Bacteria	Verrucomicrobia	OPB35_soil_group	unclassified	unclassified	unclassified	unclassified
OTU_26503	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Ho(lab)	unclassified	unclassified
OTU_26506	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
OTU_26512	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26520	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	unclassified
OTU_26521	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
OTU_26524	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	unclassified	unclassified
OTU_26528	Deinococcus_Thermus	Bacteria	Deinococcus_Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	unclassified
OTU_26531	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	unclassified
OTU_26537	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	unclassified
OTU_26540	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	unclassified	unclassified
OTU_26544	Tenericutes	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	unclassified	unclassified
OTU_26571	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26577	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	unclassified	unclassified
OTU_26583	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	unclassified
OTU_26592	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26598	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	S24526	unclassified
OTU_26608	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	Amaricoccus_tamworthensis
OTU_26611	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	unclassified
OTU_26626	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	unclassified
OTU_26633	Chlamydiae	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	unclassified	unclassified	unclassified
OTU_26635	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	unclassified
OTU_26644	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteriaceae	Stella	unclassified
OTU_26646	Verrucomicrobia	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	unclassified
OTU_26657	Acidobacteria	Bacteria	Acidobacteria	Acidobacteria	11_24	unclassified	unclassified	unclassified
OTU_26661	Actinobacteria	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Patulibacteraceae	Patulibacter	unclassified
OTU_26680	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	unclassified	unclassified
OTU_26681	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26686	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26689	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified
OTU_26690	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	unclassified
OTU_26692	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_26695	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26708	ARKDMS_49	Bacteria	Proteobacteria	ARKDMS_49	unclassified	unclassified	unclassified	unclassified
OTU_26709	Verrucomicrobia	Bacteria	Verrucomicrobia	OPB35_soil_group	unclassified	unclassified	unclassified	unclassified
OTU_26711	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	unclassified
OTU_26738	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26761	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
OTU_26763	Bacteroidetes	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Cryomorphaceae	Fluviicola	unclassified
OTU_26779	Planctomycetes	Bacteria	Planctomycetes	Phycisphaerae	WD2101_soil_group	unclassified	unclassified	unclassified
OTU_26784	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	unclassified
OTU_26789	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	Legionella_like_amoebal_pathogen_HT99	unclassified	unclassified
OTU_26798	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	unclassified	unclassified
OTU_26799	Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
OTU_26808	Planctomycetes	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	unclassified
OTU_26812	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	unclassified	unclassified
OTU_26813	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26818	Chloroflexi	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	unclassified	unclassified
OTU_26820	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	unclassified
OTU_26826	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26827	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_26834	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	unclassified
OTU_26853	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	unclassified
OTU_26859	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Subtercola	unclassified
OTU_26865	Actinobacteria	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteriaceae	Solirubrobacter	unclassified
OTU_26868	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Cryptanaerobacter	unclassified
OTU_26879	Bacteroidetes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	unclassified	unclassified
OTU_26887	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	unclassified
OTU_26895	Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Haliangiaceae	Haliangium
OTU_26900	Chloroflexi	Bacteria	Chloroflexi	Thermomicrobia	JG30_KF_CM45	unclassified	unclassified	unclassified
OTU_26903	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_26904	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	unclassified
OTU_26909	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
OTU_26911	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_26926	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26929	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	unclassified	unclassified	unclassified
OTU_26933	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	unclassified
OTU_26935	Chloroflexi	Bacteria	Chloroflexi	Chloroflexi	Chloroflexales	Chloroflexaceae	Roseiflexus	unclassified
OTU_26950	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified	unclassified
OTU_26954	TM6	Bacteria	TM6	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26959	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	unclassified	unclassified
OTU_26962	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26964	unclassified_Proteobacteria	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_26991	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	unclassified
OTU_26999	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_27020	unclassified_Proteobacteria	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27021	Chlamydiae	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6	Chlamydiales_bacterium_CRIB_32	unclassified
OTU_27028	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	unclassified
OTU_27040	Bacteroidetes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	unclassified	unclassified
OTU_27041	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27046	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	unclassified
OTU_27048	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Jiangella	unclassified
OTU_27065	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Segetibacter	unclassified
OTU_27066	Chlamydiae	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Waddliaceae	Waddlia	unclassified
OTU_27075	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27090	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	unclassified	unclassified	unclassified
OTU_27091	TM6	Bacteria	TM6	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27092	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Segetibacter	unclassified
OTU_27102	Chloroflexi	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	unclassified	unclassified
OTU_27104	Actinobacteria	Bacteria	Actinobacteria	Thermoleophilia	AKIW543	unclassified	unclassified	unclassified
OTU_27137	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	SC_I_84	unclassified	unclassified	unclassified
OTU_27156	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	unclassified	unclassified
OTU_27164	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27171	Armatimonadetes	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	unclassified
OTU_27191	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	unclassified	unclassified
OTU_27196	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	unclassified	unclassified	unclassified
OTU_27198	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	unclassified	unclassified
OTU_27205	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	unclassified	unclassified
OTU_27211	Acidobacteria	Bacteria	Acidobacteria	Acidobacteria	DA023	unclassified	unclassified	unclassified
OTU_27214	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus	unclassified
OTU_27215	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	unclassified
OTU_27219	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27231	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	AKIW852	unclassified	unclassified
OTU_27238	Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Polyangiaceae	Sorangium
OTU_27251	Armatimonadetes	Bacteria	Armatimonadetes	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27256	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27260	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	unclassified
OTU_27278	Chloroflexi	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	unclassified
OTU_27280	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	unclassified
OTU_27283	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Segetibacter	unclassified
OTU_27290	Candidate_division_OD1	Bacteria	Candidate_division_OD1	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27299	Planctomycetes	Bacteria	Planctomycetes	Phycisphaerae	WD2101_soil_group	unclassified	unclassified	unclassified
OTU_27305	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	unclassified
OTU_27313	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Frankiales	unclassified	unclassified	unclassified
OTU_27315	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27318	Verrucomicrobia	Bacteria	Verrucomicrobia	OPB35_soil_group	unclassified	unclassified	unclassified	unclassified
OTU_27320	Actinobacteria	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	unclassified
OTU_27326	Gemmatimonadetes	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	unclassified	unclassified
OTU_27335	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Candidatus_Microthrix	unclassified	unclassified
OTU_27336	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_27341	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_27347	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	unclassified
OTU_27357	Chloroflexi	Bacteria	Chloroflexi	Thermomicrobia	JG30_KF_CM45	unclassified	unclassified	unclassified
OTU_27360	Actinobacteria	Bacteria	Actinobacteria	Thermoleophilia	AKIW543	unclassified	unclassified	unclassified
OTU_27362	Candidate_division_OD1	Bacteria	Candidate_division_OD1	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27365	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	unclassified	unclassified	unclassified
OTU_27367	Chloroflexi	Bacteria	Chloroflexi	Thermomicrobia	JG30_KF_CM45	unclassified	unclassified	unclassified
OTU_27378	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
OTU_27379	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	unclassified
OTU_27394	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	JG35_K1_AG5	unclassified	unclassified
OTU_27402	TA18	Bacteria	Proteobacteria	TA18	unclassified	unclassified	unclassified	unclassified
OTU_27408	Verrucomicrobia	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	unclassified
OTU_27411	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	unclassified	unclassified
OTU_27413	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27420	Actinobacteria	Bacteria	Actinobacteria	Thermoleophilia	AKIW543	unclassified	unclassified	unclassified
OTU_27433	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
OTU_27435	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aurantimonas	unclassified
OTU_27441	Chloroflexi	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	unclassified
OTU_27444	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	unclassified	unclassified
OTU_27448	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	unclassified	unclassified
OTU_27451	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27453	Firmicutes	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27462	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIV_Incertae_Sedis	Anaerobranca	unclassified
OTU_27472	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	unclassified	unclassified
OTU_27475	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	unclassified	unclassified
OTU_27485	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	unclassified
OTU_27500	Bacteroidetes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Leadbetterella	unclassified
OTU_27519	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_27522	Planctomycetes	Bacteria	Planctomycetes	OM190	unclassified	unclassified	unclassified	unclassified
OTU_27525	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I_10	unclassified	unclassified
OTU_27535	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	unclassified
OTU_27538	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	unclassified
OTU_27542	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	unclassified	unclassified
OTU_27547	Acidobacteria	Bacteria	Acidobacteria	Acidobacteria	RB41	unclassified	unclassified	unclassified
OTU_27554	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_27555	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_27556	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	unclassified
OTU_27566	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_27569	Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	M20_Pitesti	unclassified	unclassified
OTU_27573	Chloroflexi	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	unclassified	unclassified
OTU_27578	Candidate_division_OD1	Bacteria	Candidate_division_OD1	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27579	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_27584	Bacteroidetes	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	NS9_marine_group	unclassified	unclassified
OTU_27587	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified	unclassified
OTU_27595	Planctomycetes	Bacteria	Planctomycetes	Phycisphaerae	S_70	unclassified	unclassified	unclassified
OTU_27600	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	unclassified	unclassified	unclassified
OTU_27604	Chlamydiae	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	unclassified
OTU_27613	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	unclassified	unclassified
OTU_27627	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_27630	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_27634	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	unclassified
