gene,Atha_WT-Col-0_sl_FLT_Rep1_G1S1,Atha_WT-Col-0_sl_FLT_Rep2_G1S2,Atha_WT-Col-0_sl_FLT_Rep3_G1S3,Atha_WT-Col-0_sl_GC_Rep1_G2S1,Atha_WT-Col-0_sl_GC_Rep2_G2S2,Atha_WT-Col-0_sl_GC_Rep3_G2S3,Atha_WT-Col-0_sl_LN2_Rep1_n2-1,Atha_WT-Col-0_sl_LN2_Rep2_n2-2,Atha_WT-Col-0_sl_LN2_Rep3_n2-3,Atha_WT-Col-0_sl_RNAlat_Rep1_rl1,Atha_WT-Col-0_sl_RNAlat_Rep2_rl2,Atha_WT-Col-0_sl_RNAlat_Rep3_rl3
AT2G38823,15,8,12,13,11,26,79,9,55,7,17,10
AT2G38830,194,133,175,206,171,255,44,51,44,44,71,68
AT2G38840,458,306,299,264,478,488,226,272,166,165,226,288
AT2G38860,606,364,471,516,627,679,487,458,1723,232,8345,406
AT2G38870,558,559,527,443,680,649,238,213,668,273,2020,218
AT2G38880,150,131,134,102,156,170,78,59,46,61,110,110
AT2G38890,3,0,4,2,5,2,0,1,2,0,2,7
AT2G38900,5,4,4,3,4,3,2,0,0,2,1,0
AT2G38905,132,11,11,33,17,39,33,16,20,40,31,61
AT2G38910,2,5,6,11,4,5,0,0,2,4,5,1
AT2G38920,22,6,9,8,8,15,9,7,6,4,5,4
AT2G38940,741,311,446,214,514,375,206,301,213,238,503,316
AT2G38950,870,627,645,588,817,892,356,406,227,285,322,405
AT2G38960,534,285,305,397,293,465,127,151,92,90,175,158
AT2G38970,552,326,379,535,392,574,122,188,129,139,144,187
AT2G38995,0,1,6,8,10,3,0,0,0,1,0,0
AT2G39000,382,299,310,456,405,520,101,116,98,127,163,202
AT2G39010,2520,2655,2071,1258,3001,2179,1604,2174,1308,1355,995,1473
AT2G39020,1027,655,795,609,914,851,312,265,202,375,419,437
AT2G39030,1,4,8,17,16,9,0,0,1,1,1021,3
AT2G39040,98,54,110,89,198,174,36,44,28,64,41,96
AT2G39050,494,354,363,183,693,505,336,495,324,452,729,989
AT2G39060,0,1,1,1,3,0,0,0,0,0,0,0
AT2G39080,1197,1080,1199,623,996,1097,325,306,242,247,333,402
AT2G39090,320,121,116,122,179,210,125,101,72,70,104,86
AT2G39100,156,122,149,134,157,181,53,57,33,61,103,98
AT2G39110,312,163,258,379,412,510,192,219,198,138,320,220
AT2G39120,51,41,69,24,44,60,14,16,6,20,22,34
AT2G39130,1551,891,933,727,1085,1226,739,852,509,447,503,673
AT2G39140,774,512,629,374,542,590,204,137,107,168,147,218
AT2G39160,0,2,0,0,1,0,0,0,0,0,1,0
AT2G39170,375,204,242,198,258,369,131,120,74,103,155,147
AT2G39175,0,0,0,0,0,0,0,0,0,0,0,0
AT2G39180,759,424,349,374,626,639,559,596,455,170,190,248
AT2G39190,1856,1144,1154,740,990,1010,493,358,286,295,380,534
AT2G39200,151,109,135,200,342,330,206,391,635,133,472,113
AT2G39210,1219,862,885,1209,2067,1872,897,2021,1599,938,3141,1430
AT2G39220,131,76,74,48,74,49,33,46,25,48,49,41
AT2G39230,51,32,54,47,37,55,12,17,10,19,30,19
AT2G39240,1,3,2,1,4,1,1,0,1,0,2,2
AT2G39250,23,38,44,15,27,13,4,17,8,14,11,10
AT2G39260,1096,698,744,872,1093,1140,393,434,290,385,554,593
AT2G39270,320,200,220,224,302,372,117,145,109,123,229,171
AT2G39280,526,310,328,251,364,363,217,250,157,166,205,275
AT2G39290,710,413,505,150,391,343,215,172,125,154,195,229
AT2G39300,236,116,159,278,340,366,121,153,102,131,170,191
AT2G39310,8333,7376,6820,8105,7561,10698,4917,11992,6358,5917,5572,9651
AT2G39320,12,2,6,5,1,1,1,0,0,2,2,1
AT2G39330,1,4,3,7,13,5,1,0,0,0,4,2
AT2G39340,1272,682,742,776,1093,1233,562,477,401,435,773,756
AT2G39350,2584,1339,1362,2475,2379,2942,1076,988,1365,832,2558,1477
AT2G39355,0,0,0,1,0,0,0,0,0,0,0,0
AT2G39360,490,536,622,596,1038,930,296,537,372,344,403,635
AT2G39370,57,66,105,324,395,441,43,117,71,127,132,180
AT2G39375,90,133,186,181,478,376,115,263,313,184,319,198
AT2G39380,82,120,171,156,477,414,130,303,334,202,302,232
AT2G39390,1004,594,701,737,741,900,228,235,157,220,279,298
AT2G39400,529,534,421,309,692,742,382,533,574,231,1292,637
AT2G39410,43,22,32,41,76,60,15,34,35,15,88,32
AT2G39415,8,3,9,2,6,6,2,2,1,1,2,2
AT2G39420,263,185,216,223,281,374,170,243,171,102,306,205
AT2G39430,968,1043,1073,674,2036,1729,934,1413,1211,720,766,979
AT2G39435,73,66,54,56,127,113,54,92,73,63,103,89
AT2G39440,132,80,83,68,67,89,32,35,22,19,21,48
AT2G39445,82,35,38,41,53,60,33,21,27,20,29,32
AT2G39450,550,290,293,253,421,471,465,364,339,189,330,308
AT2G39460,7021,3977,3723,2116,3832,4664,1495,1454,1042,1434,1668,2001
AT2G39470,411,286,352,175,324,361,124,96,69,80,84,113
AT2G39480,2200,1237,1324,1507,1810,2018,995,1081,794,670,1211,1135
AT2G39490,5,2,2,5,9,1,2,1,0,3,1,2
AT2G39500,73,55,39,27,65,71,14,29,20,26,15,26
AT2G39510,19,24,21,29,36,36,11,19,4,45,13,90
AT2G39518,107,61,123,123,250,244,70,84,125,67,206,92
AT2G39520,6,0,0,2,5,3,3,2,3,1,6,3
AT2G39530,227,130,313,275,635,598,200,218,342,88,249,102
AT2G39540,0,1,1,2,4,1,0,0,0,2,0,0
AT2G39550,349,230,187,216,295,375,140,184,127,111,185,180
AT2G39560,41,21,18,10,23,22,2,7,6,8,5,9
AT2G39570,1478,1085,1103,1724,2612,2695,725,945,700,1094,1096,1760
AT2G39580,1258,784,823,945,1103,1247,537,390,331,416,663,738
AT2G39590,0,0,0,0,0,0,0,0,0,1,0,0
AT2G39600,0,0,0,0,0,0,0,0,0,0,0,0
AT2G39610,0,0,0,0,0,0,0,0,0,0,0,0
AT2G39620,37,15,18,37,37,27,6,4,5,11,11,13
AT2G39630,327,251,236,194,339,354,176,217,139,116,159,182
AT2G39640,1,4,4,7,4,6,0,0,0,5,2,3
AT2G39650,137,106,121,87,142,102,97,102,87,65,174,107
AT2G39660,591,401,436,548,663,777,312,366,313,197,656,289
AT2G39670,2019,1057,1179,822,1018,1264,452,377,275,318,343,478
AT2G39675,129,158,188,65,175,136,50,48,29,68,73,61
AT2G39681,162,143,124,78,121,173,53,51,25,49,91,67
AT2G39690,47.61,20.06,33.18,23,53.26,38.18,22.22,19,10,16,19.17,32.4
AT2G39700,2117,1360,1366,1234,2075,1899,536,727,542,618,893,729
AT2G39705,1179,891,959,828,1124,1502,339,306,345,248,565,534
AT2G39710,44,44,94,83,184,120,59,124,73,83,119,125
AT2G39720,1427,1034,1140,1491,1457,1591,569,662,507,514,661,796
AT2G39725,129,75,95,38,90,124,48,26,31,37,63,42
AT2G39730,13594,9990,10559,6055,9683,8742,3603,3030,2212,2775,2794,2963
AT2G39740,342,248,249,217,302,332,119,145,105,121,161,154
AT2G39750,1718,967,978,1130,1231,1331,604,672,490,480,610,718
AT2G39760,838,612,626,533,721,849,306,341,260,244,403,391
AT2G39770,6610,4301,4500,5654,3538,5853,1477,1677,1306,1185,2137,1843
AT2G39780,1997,858,995,895,920,1437,408,587,417,359,479,530
AT2G39782,0,0,1,4,1,0,0,0,0,0,2,1
AT2G39790,0,4,5,3,4,2,0,0,1,1,0,1
AT2G39795,230,97,111,80,122,177,72,76,44,94,92,142
AT2G39800,419,278,257,194,432,418,213,187,78,480,510,1175
AT2G39805,397,308,292,370,412,598,161,246,161,169,233,295
AT2G39810,1229,551,575,773,744,1032,368,316,201,304,398,473
AT2G39820,2,2,2,7,5,0,1,1,1,5,4,3
AT2G39830,71,51,64,89,94,84,38,39,32,34,56,48
AT2G39840,325,220,225,268,326,344,124,152,104,115,217,165
AT2G39850,3,1,8,12,12,10,1,0,1,6,7,5
AT2G39851,0,0,0,0,0,0,0,0,0,0,0,0
AT2G39855,9,10,17,41,77,70,16,23,16,15,43,23
AT2G39860,0,0,0,0,0,0,0,0,0,0,0,0
AT2G39865,0,0,0,0,0,0,0,0,0,0,0,0
AT2G39870,1526,1011,1019,1697,1521,1984,507,598,513,566,696,775
AT2G39880,35,26,31,26,34,27,18,19,13,6,16,15
AT2G39885,0,0,0,0,0,0,0,0,0,0,0,0
AT2G39890,381,238,245,219,308,342,147,217,125,135,152,167
AT2G39900,838,552,515,492,682,874,259,338,225,255,190,336
AT2G39910,117,59,62,51,79,106,39,27,34,38,58,54
AT2G39920,91,79,93,57,86,91,20,17,15,16,18,26
AT2G39930,1174,775,832,554,787,727,275,261,220,257,307,422
AT2G39940,1290,849,908,1719,1294,1799,477,525,406,481,569,724
AT2G39950,1129,877,994,1123,1158,1362,473,428,385,344,625,726
AT2G39960,887,535,474,318,538,597,302,339,243,224,301,327
AT2G39970,2232,972,1027,807,990,1269,531,464,393,315,584,454
AT2G39975,7,4,3,2,8,5,0,0,1,6,9,17
AT2G39980,2258,1045,1228,2355,2083,2400,474,375,590,805,2519,1473
AT2G39990,3276,1737,1780,1873,1794,2665,859,700,558,652,870,952
AT2G40000,4946,4033,3828,10181,8159,9704,2439,2615,2263,3165,7597,5350
AT2G40004,0,0,3,1,0,2,0,0,0,0,1,0
AT2G40008,63,71,83,64,110,104,27,30,30,20,35,44
AT2G40010,155,197,212,165,235,219,59,77,45,69,75,91
AT2G40020,167,76,83,132,93,120,43,36,25,32,46,38
AT2G40030,490,244,248,242,303,278,136,108,82,147,176,183
AT2G40050,4,9,10,17,9,10,3,4,2,1,3,3
AT2G40060,4646,3554,3468,3536,4349,4413,1645,1581,1385,1411,2183,2184
AT2G40070,1421,861,929,1172,1359,1631,485,528,412,522,667,735
AT2G40080,12,12,20,22,8,18,1,3,6,5,9,15
AT2G40085,81,41,59,19,51,58,16,23,13,22,13,26
AT2G40090,292,191,204,191,236,328,153,88,86,79,182,132
AT2G40095,214,264,254,436,532,699,220,263,246,176,642,290
AT2G40100,245,112,131,144,173,166,80,82,55,94,106,134
AT2G40110,354,444,398,433,710,767,217,446,287,237,420,401
AT2G40113,266,317,302,149,530,450,256,356,325,170,251,252
AT2G40116,1,1,4,6,5,1,1,2,0,0,4,1
AT2G40120,149.44,87,62,135.4,129,134,27,88.19,50,42,68,72
AT2G40130,9,8,11,31,32,14,8,5,5,5,13,15
AT2G40140,2214,1442,1583,2363,2237,2853,1374,1481,1798,1051,3762,2050
AT2G40150,192,102,89,81,116,134,47,79,45,50,48,68
AT2G40160,99,48,78,49,88,133,42,65,48,47,69,74
AT2G40165,19,4,7,3,16,19,5,5,3,5,8,6
AT2G40170,3440,106,158,1921,187,1395,1244,552,305,842,357,833
AT2G40180,13,9,12,21,23,18,23,6,41,2,36,12
AT2G40190,294,157,186,167,170,211,140,110,86,82,119,117
AT2G40200,155,58,50,36,89,88,26,40,14,25,42,48
AT2G40205,499,198,188,152,225,310,116,112,62,86,109,121
AT2G40210,1,0,3,6,2,1,0,0,0,2,1,0
AT2G40220,416,243,306,342,136,222,68,28,18,19,45,50
AT2G40230,228,205,281,481,552,577,122,229,138,207,151,282
AT2G40240,83,45,43,33,77,54,17,26,11,22,35,30
AT2G40250,59,21,24,9,16,10,35,18,12,13,6,23
AT2G40260,182,85,107,116,161,132,74,123,86,55,125,84
AT2G40270,891,656,670,538,977,924,485,560,510,389,1017,661
AT2G40280,1333,656,663,428,687,760,406,401,245,251,297,440
AT2G40290,2398,749,848,1563,1061,1673,520,440,373,396,526,602.72
AT2G40300,1021,775,763,193,746,500,318,281,209,287,253,579.28
AT2G40310,1,0,3,2,1,2,1,0,0,1,3,0
AT2G40316,590,365,374,336,415,470,187,203,163,168,161,241
AT2G40320,48,42,77,182,216,247,64,131,85,67,86,129
AT2G40330,444,332,286,608,348,509,377,140,456,17,240,41
AT2G40340,75,42,46,165,43,141,104,24,30,27,76,33
AT2G40350,1,2,7,6,7,8,0,1,0,4,1,3
AT2G40360,1934,1042,1086,1451,1192,1723,579,423,309,509,603,700
AT2G40370,7,17,42,41,80,67,28,62,68,34,371,44
AT2G40380,379,405,437,123,514,355,207,216,152,196,264,275
AT2G40390,8,5,13,29,35,34,5,14,8,12,32,11
AT2G40400,710,672,755,580,790,777,253,266,200,219,267,394
AT2G40410,292,307,257,259,398,400,162,170,133,150,219,240
AT2G40420,322,262,281,372,612,706,199,262,214,225,258,371
AT2G40430,1519,819,907,838,987,1353,519,397,270,336,494,567
AT2G40435,2,4,7,2,6,1,2,2,0,1,4,4
AT2G40440,0,0,0,0,0,0,0,0,0,0,0,0
AT2G40450,0,0,0,6,5,0,0,0,0,0,0,0
AT2G40460,18,24,35,41,49,34,16,19,13,27,29,35
AT2G40470,50,38,38,58,123,85,26,59,36,26,30,45
AT2G40475,1077,873,756,337,638,589,215,237,174,195,215,298
AT2G40480,397,218,231,254,265,330,103,123,87,97,106,144
AT2G40490,2488,2156,2022,839,1777,1527,681,559,435,410,519,679
AT2G40500,0,0,6,10,7,2,0,0,0,2,1,1
AT2G40510,3341.27,1744.14,1736.99,925.23,1664.06,1968.41,816.97,774.85,554.42,703.84,985.88,934.27
AT2G40520,22,18,26,14,21,20,10,6,4,12,11,17
AT2G40530,16,20,25,11,61,33,17,22,10,26,31,29
AT2G40540,1369,925,971,968,1234,1213,492,542,416,435,631,750
AT2G40550,396,206,184,132,198,242,104,98,78,79,83,138
AT2G40560,2,4,5,7,4,2,0,0,0,4,2,1
AT2G40570,242,186,198,159,212,225,99,79,62,60,97,118
AT2G40580,14,5,10,5,10,8,1,0,0,12,4,13
AT2G40590,2588.73,1215.86,1223.01,810.77,1194.94,1486.59,580.03,539.15,346.58,493.16,575.12,648.73
AT2G40600,448,279,285,220,365,516,125,170,129,135,194,190
AT2G40610,2360,1364,1297,1577,1830,2334,1090,1324,981,526,501,909
AT2G40620,831,589,693,640,830,968,411,347,317,245,354,380
AT2G40630,296,165,182,197,218,269,128,133,91,99,117,130
AT2G40640,180,144,136,185,191,247,69,67,57,87,87,134
AT2G40650,755,338,426,1005,508,882,246,216,170,195,269,266
AT2G40660,692,385,387,320,457,532,214,206,141,178,201,226
AT2G40670,11,14,19,18,27,25,4,5,1,5,6,2
AT2G40690,332,203,202,123,163,166,98,65,47,54,54,67
AT2G40700,364,161,227,277,253,289,120,95,84,112,108,146
AT2G40710,9.03,4.74,5.8,8.87,11.39,16.15,3.11,3,3.57,5.36,10.5,8.22
AT2G40711,20,23,27,15,27,16,6,2,3,8,18,16
AT2G40715,0,1,0,0,0,0,0,1,0,1,0,1
AT2G40720,92,79,63,72,82,83,21,11,14,41,45,67
AT2G40730,1994,1020,1058,1083,1383,1562,884,903,754,542,879,863
AT2G40740,2,1,4,9,6,3,10,2,25,0,36,0
AT2G40745,0,1,5,3,3,0,0,0,0,0,0,0
AT2G40750,13,8,15,18,46,26,23,33,38,9,24,1
AT2G40760,740,518,573,729,606,874,158,113,121,151,158,235
AT2G40765,1410,664,792,463,898,1020,363,407,315,340,534,464
AT2G40770,635,347,323,448,443,610,212,170,149,171,247,296
AT2G40780,52,53,47,25,57,37,24,27,15,11,30,29
AT2G40790,3,3,0,2,10,6,0,3,4,1,0,4
AT2G40800,713,392,420,323,454,458,196,218,155,158,235,284
AT2G40805,0,0,0,0,0,0,0,0,0,0,0,0
AT2G40810,132,100,115,94,118,151,55,69,37,33,92,76
AT2G40815,487,304,347,206,349,391,123,119,100,102,131,143
AT2G40820,560,396,408,644,837,880,288,428,354,286,507,515
AT2G40830,879,480,505,586,708,811,318,293,237,320,379,569
AT2G40840,2280,1053,1195,811,902,1098,500,354,277,474,462,716
AT2G40850,33,22,35,33,57,51,19,21,15,22,28,47
AT2G40860,239,145,163,183,206,247,82,111,60,95,113,134
AT2G40880,401,433,386,624,599,1149,123,128,111,141,271,248
AT2G40890,1676,991,1246,1388,1927,2040,896,1069,920,668,1370,1256
AT2G40900,200,194,315,1001,1109,1288,146,341,213,518,464,830
AT2G40910,0,1,5,14,10,4,0,1,1,2,1,2
AT2G40920,430,403,414,310,471,497,154,155,125,153,161,233
AT2G40925,12,11,19,15,31,17,2,0,1,8,15,22
AT2G40930,689,457,465,522,682,814,318,327,218,283,401,418
AT2G40935,61,50,44,27,61,73,19,28,23,23,44,34
AT2G40940,3374,1811,1689,2743,3016,3930,1210,1485,1211,1024,2355,1865
AT2G40950,1275,654,748,1208,1044,1337,410,363,292,428,613,702
AT2G40955,2.05,17.19,10.73,9.84,17.75,10.56,6.09,2.12,2.79,6.73,3.85,6.2
AT2G40960,1720.93,112.81,145.99,1412.25,131.73,1226.4,98.91,88.88,93.79,100.7,96.6,123.68
AT2G40970,967,1190,1227,1291,1474,1803,257,332,244,411,390,633
AT2G40980,612,348,328,394,429,534,262,278,256,193,218,253
AT2G40990,7,8,16,15,17,9,1,2,1,7,3,6
AT2G40995,1,1,0,0,0,2,0,0,0,0,0,0
AT2G41000,133,80,83,135,75,85,30,36,49,39,47,60
AT2G41010,826,668,665,371,778,785,264,239,221,369,472,720
AT2G41020,252,109,110,227,167,273,87,96,61,59,82,113
AT2G41040,141,78,106,76,135,170,39,51,41,45,73,98
AT2G41050,140,110,118,126,229,232,94,152,87,64,106,135
AT2G41060,529,343,325,389,425,487,228,260,219,196,325,364
AT2G41070,1091,289,331,788,396,686,387,231,202,272,270,345
AT2G41080,185,72,94,112,113,146,38,34,32,52,56,60
AT2G41082,6,0,1,3,0,4,0,0,1,0,2,0
AT2G41090,376,153,110,74,73,90,63,107,74,44,97,59
AT2G41100,1205,1007,689,517,1118,955,1785,1184,2509,361,6679,808
AT2G41105,11,10,3,3,8,8,13,22,35,3,50,5
AT2G41110,2101,1299,1234,739,1609,1593,768,977,808,488,1080,826
AT2G41120,36,26,19,33,42,53,12,15,11,13,18,20
AT2G41130,142,107,117,133,236,203,52,80,53,77,147,144
AT2G41140,910,666,751,771,980,1046,382,459,358,343,567,545
AT2G41150,50,31,44,48,77,88,40,44,23,24,46,59
AT2G41160,594,484,533,303,658,641,271,281,217,286,486,541
AT2G41170,131,115,125,57,192,122,83,140,93,71,147,128
AT2G41178,355,284,225,212,345,382,116,151,130,115,171,173
AT2G41180,387,312,254,221,348,326,105,136,131,103,145,163
AT2G41190,644,165,187,179,245,242,106,172,100,297,258,819
AT2G41200,151,220,220,246,299,362,48,58,33,100,89,131
AT2G41210,71,54,72,93,97,82,46,32,28,60,83,129
AT2G41220,4560,2463,2767,3664,4199,4911,2120,2376,1567,1490,2646,2613
AT2G41225,1,3,3,1,3,1,0,0,0,0,0,0
AT2G41230,384,212,214,547,201,647,53,36,53,37,334,87
AT2G41231,251,122,179,399,151,438,28,38,27,32,268,73
AT2G41240,27,1,12,55,28,54,1,4,5,3,44,6
AT2G41250,360,220,251,273,323,350,160,132,113,136,183,212
AT2G41260,1985,138,120,483,229,492,377,219,106,381,262,293
AT2G41280,608,53,81,123,74,150,153,58,71,66,539,85
AT2G41290,139,73,77,100,94,94,31,47,31,39,44,62
AT2G41300,16,21,18,37,19,38,17,30,19,13,37,29
AT2G41310,733173,1186085.99,1152128,1460273,825391,999211.99,210571,214549,158253,249652,300807,271863
AT2G41312,35,69,53,21,50,36,12,36,22,18,26,52
AT2G41330,137,111,98,67,144,146,67,94,60,50,53,84
AT2G41340,503,310,267,296,291,442,72,68,46,64,77,98
AT2G41342,25,15,18,23,15,30,6,10,16,12,12,13
AT2G41350,507,241,251,256,288,334,122,172,118,123,166,177
AT2G41355,7,5,5,0,0,1,3,1,0,2,1,4
AT2G41360,2,10,15,14,15,8,1,0,0,3,4,6
AT2G41370,245,193,148,151,255,237,115,128,87,102,125,168
AT2G41375,18,7,11,5,13,9,8,9,4,7,5,11
AT2G41380,244,141,198,208,315,302,519,317,647,141,1511,378
AT2G41390,3,0,7,11,5,3,0,1,0,0,1,0
AT2G41400,2,1,1,2,4,3,0,0,0,0,1,2
AT2G41410,2942,2729,2674,3343,3967,4090,1288,1527,1577,1453,3032,2410
AT2G41415,4,2,0,0,0,0,1,0,0,0,1,2
AT2G41417,0,0,0,0,0,0,0,0,0,0,0,0
AT2G41420,2582,1935,1834,1140,2364,2430,928,1051,790,815,1315,1172
AT2G41430,11603,11775,11871,14336,12953,16450,3410,4270,3765,4129,8597,7850
AT2G41440,26,61,84,5,89,65,33,43.78,24,40,49,50
AT2G41445,0,1,0,1,1,1,1,0,1,0,0,2
AT2G41450,51,11,20,20,13,25,16,9.22,5,13,6,8
AT2G41451,1,1,1,1,4,5,0,2,0,1,1,3
AT2G41460,330,126,137,239,149,284,86,97,57,100,110,112
AT2G41470,21,3,2,9,3,2,3,0,1,4,3,8
AT2G41473,0,1,0,1,0,1,0,0,0,0,0,1
AT2G41475,1405,881,797,481,805,896,472,743,445,493,604,731
AT2G41480,60,48,42,86,123,109,38,88,66,98,204,164
AT2G41490,338,192,214,175,336,363,143,191,124,156,208,200
AT2G41500,684,331,365,634,504,707,256,191,128,200,221,283
AT2G41505,13,10,2,7,15,19,4,10,3,5,10,17
AT2G41510,95,40,39,35,40,40,15,21,17,21,52,34
AT2G41515,3,1,0,0,2,3,0,0,2,2,0,1
AT2G41520,701,408,405,602,593,751,289,312,217,289,366,469
AT2G41530,3044,1928,1981,2237,2418,3771,920,750,548,784,867,1101
AT2G41540,2138,1225,1100,836,1243,1259,819,981,631,510,680,807
AT2G41550,302,181,159,212,168,254,64,67,55,82,64,99
AT2G41560,2981,1925,1860,2255,2260,2941,783,765,690,697,614,826
AT2G41590,0,3,13,12,11,5,1,1,0,3,5,2
AT2G41600,251,169,151,151,208,204,85,97,49,60,69,95
AT2G41610,7,5,13,17,8,15,7,11,9,4,11,9
AT2G41616,0,0,0,0,0,0,0,0,0,0,0,0
AT2G41620,1570,693,724,1185,1014,1433,429,356,314,383,480,580
AT2G41630,1119,844,794,844,1059,1180,579,421,341,326,456,524
AT2G41640,263,208.29,213,380.56,418,460,363,305,283,183,665,294
AT2G41650,1002,458.71,451,576.44,584,795,254,203,150,210,317,354
AT2G41660,241,235,364,467,647,615,151,217,139,312,254,366
AT2G41670,88,32,43,32,42,64,34,15,9,19,24,37
AT2G41680,1748,1389,1624,657,1196,1072,415,355,328,356,409,464
AT2G41690,27,27,17,29,18,35,7,15,16,15,59,28
AT2G41700,872,515,604,665,840,1062,429,480,387,411,785,686
AT2G41705,304,183,135,202,210,287,132,132,86,92,167,161
AT2G41710,743,300,337,664,543,763,172,153,128,174,255,302
AT2G41720,692,282,296,270,297,312,103,106,50,105,110,118
AT2G41730,65,84,87,33,64,58,367,26,160,17,141,34
AT2G41740,4407,2884,2814,3106,4674,4841,2417,3279,2276,1705,2262,2492
AT2G41750,422,290,284,207,306,333,178,172,142,128,170,185
AT2G41760,750,435,414,401,514,594,302,333,235,217,299,321
AT2G41770,957,781,819,662,892,917,371,480,292,283,345,445
AT2G41780,362,177,202,331,328,517,129,158,102,115,171,162
AT2G41790,2160,1320,1259,1213,1708,2089,1003,934,761,633,1201,1038
AT2G41800,63,41,66,88,207,157,55,49,29,50,80,76
AT2G41810,3,0,2,4,12,2,1,1,0,3,3,2
AT2G41820,1757,865,754,585,762,766,502,564,343,320,399,535
AT2G41830,523,365,384,372,641,643,292,368,292,194,337,369
AT2G41835,149,80,85,66,119,135,68,65,64,58,168,84
AT2G41840,10365,5762,6124,7857,7856,9586,2509,2252,1349,2126,2459,2762
AT2G41850,116,198,183,269,184,389,172,282,366,23,100,56
AT2G41860,1,6,5,2,5,1,1,1,1,1,1,1
AT2G41870,117,138,135,124,203,161,32,49,29,142,186,462
AT2G41880,211,172,189,171,247,228,111,115,140,78,317,146
AT2G41890,329,213,237,191,258,239,109,112,112,83,191,137
AT2G41900,2440,1677,1647,2083,2819,2765,963,1289,872,1125,1564,2118
AT2G41905,102,149,115,84,129,152,22,13,8,14,27,30
AT2G41910,0,3,4,6,5,6,0,0,1,0,2,0
AT2G41920,1,4,2,10,9,7,1,0,1,0,3,0
AT2G41930,0,5,3,12,5,5,1,0,1,0,1,1
AT2G41940,843,728,704,380,672,605,197,148,164,208,210,301
AT2G41945,278,200,207,236,300,335,99,76,56,90,110,127
AT2G41950,417,273,296,92,209,192,100,67,42,63,48,88
AT2G41960,1594,1004,1119,1230,1489,1557,731,660,488,531,838,888
AT2G41970,87,64,108,115,180,180,67,78,24,72,57,144
AT2G41980,610,351,343,331,409,428,181,165,116,103,146,196
AT2G41990,402,331,358,544,399,704,61,93,78,87,57,96
AT2G41997,1,0,0,0,0,0,0,0,0,0,0,0
AT2G42000,309,22,20,116,14,99,116,33,27,119,61,114
AT2G42005,21,21,22,26,24,17,3,3,3,10,39,12
AT2G42010,3652,2243,2201,2232,3021,3364,1195,1243,1177,1092,1996,1827
AT2G42020,0,0,0,0,0,0,0,0,0,0,0,0
AT2G42030,770,400,463,752,688,773,270,287,199,240,293,343
AT2G42040,156,169,166,175,303,250,69,94,67,75,112,126
AT2G42060,58,38,51,151,138,180,33,75,154,49,124,28
AT2G42065,2,6,2,0,3,0,6,1,0,0,1,0
AT2G42070,456,457,510,284,477,502,135,145,107,129,161,206
AT2G42080,240,120,123,93,146,143,53,76,60,53,69,79
AT2G42090,1,3,2,4,4,1,2,1,0,0,0,1
AT2G42100,2,3,2,10,10,3,2,0,1,0,0,0
AT2G42110,71,43,44,48,77,59,14,21,14,31,14,42
AT2G42120,201,111,116,110,125,161,75,62,47,39,74,80
AT2G42130,571,455,470,157,296,248,123,100,70,82,115,149
AT2G42140,10,16,18,34,37,40,4,9,6,11,10,14
AT2G42150,16,26,34,39,50,39,14,5,8,12,27,28
AT2G42160,365,406,413,289,591,622,234,205,183,193,324,325
AT2G42170,387,163,200,281,219,311,114,85,104,114,108,194
AT2G42180,2,5,5,9,11,11,0,1,0,2,1,2
AT2G42190,286,250,226,273,367,280,125,103,109,103,113,157
AT2G42200,11,15,19,20,19,17,5,7,4,10,11,12
AT2G42210,2164,1421,1337,1608,1479,1916,618,625,395,474,532,686
AT2G42220,666,1005,995,121,907,557,223,278,203,243,252,324
AT2G42230,1052,592,585,399,688,747,370,368,302,242,358,442
AT2G42240,197,110,108,90,123,139,76,60,49,68,80,91
AT2G42247,162,115,147,87,141,155,66,69,44,65,91,118
AT2G42250,133,97,109,76,105,120,44,50,33,42,63,78
AT2G42260,74,18,36,36,40,38,11,26,16,12,10,21
AT2G42270,403,210,257,314,435,364,197,136,102,207,422,436
AT2G42280,509,307,349,448,541,554,272,239,162,219,457,317
AT2G42290,260,154,174,292,189,254,48,57,44,92,70,114
AT2G42300,798,644,573,546,772,738,260,399,245,252,227,360
AT2G42310,1703,929,858,861,1092,1232,447,502,389,314,496,490
AT2G42320,1714,966,818,695,881,978,425,606,358,368,353,534
AT2G42330,166,85,120,205,134,197,59,71,55,97,188,153
AT2G42340,3,2,2,8,13,3,0,1,1,0,2,1
AT2G42350,79,74,111,134,182,228,56,96,112,52,154,45
AT2G42360,44,22,38,29,39,36,20,25,45,12,171,24
AT2G42365,129,75,125,113,129,112,43,42,76,51,213,68
AT2G42370,54,42,38,40,74,51,14,9,10,20,23,36
AT2G42380,494,376,389,308,499,494,239,286,214,163,134,263
AT2G42388,1,1,1,3,2,6,0,0,0,1,3,1
AT2G42390,379,250,226,245,303,428,83,174,110,150,168,188
AT2G42395,7,11,14,6,8,6,4,2,5,2,9,6
AT2G42400,586,384,450,655,720,933,245,243,182,263,342,366
AT2G42410,2,5,11,19,15,7,0,1,0,2,2,4
AT2G42420,0,0,0,0,0,0,0,0,0,0,0,0
AT2G42425,0,0,0,0,0,0,0,0,0,0,1,0
AT2G42430,183,174,179,183,294,327,116,192,151,105,170,157
