genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT5G41060,110.9174854,-0.686391541,0.18330857,-3.744459636,0.000180782,0.001257009
AT2G16850,134.0985319,-0.687056583,0.217840792,-3.153939061,0.001610827,0.007940044
AT1G75090,80.31029087,-0.687578116,0.215235559,-3.19453773,0.00140055,0.007069973
AT5G62710,287.2895568,-0.689198944,0.146634181,-4.700124751,2.60E-06,3.15E-05
AT3G03170,67.9608675,-0.689275484,0.205629085,-3.352033028,0.000802204,0.004445676
AT3G19620,587.556027,-0.689623172,0.173092124,-3.98413953,6.77E-05,0.000540257
AT4G22860,96.78454064,-0.689699832,0.191389917,-3.603637232,0.000313795,0.002004749
AT2G34510,1185.738705,-0.689879679,0.149840523,-4.604092852,4.14E-06,4.74E-05
AT5G26330,94.85779974,-0.691132463,0.218771098,-3.159157996,0.001582257,0.007822232
AT4G36220,2623.034029,-0.691669555,0.133749011,-5.171399413,2.32E-07,3.69E-06
AT5G51750,521.5204878,-0.691929206,0.206713019,-3.34729379,0.000816047,0.004512791
AT5G42100,1346.613219,-0.691999811,0.102297126,-6.764606554,1.34E-11,4.92E-10
AT1G48750,521.6220168,-0.692196724,0.199365848,-3.471992484,0.000516611,0.003064257
AT1G14920,814.1863307,-0.692634678,0.208603526,-3.320340225,0.000899078,0.004895769
AT2G48030,84.32679522,-0.693503703,0.186526234,-3.717995519,0.00020081,0.00136895
AT5G06290,6808.070082,-0.694168608,0.115254809,-6.02290362,1.71E-09,4.22E-08
AT1G13920,281.0403813,-0.69509889,0.219030925,-3.173519403,0.001506028,0.007507095
AT3G13520,630.3127597,-0.695673213,0.183544097,-3.790223839,0.000150512,0.001073259
AT2G01420,1976.320812,-0.69679611,0.147601319,-4.720798678,2.35E-06,2.88E-05
AT1G03410,276.4445937,-0.697248899,0.18127339,-3.846394098,0.000119869,0.000883496
AT3G25030,116.7408152,-0.697380802,0.182975012,-3.811344472,0.000138213,0.000998746
AT3G47295,304.6510457,-0.697684539,0.178268982,-3.913661991,9.09E-05,0.0006988
AT5G09760,434.2411734,-0.698355989,0.130784885,-5.339730114,9.31E-08,1.63E-06
AT1G79110,313.0882402,-0.698584415,0.146641872,-4.763880908,1.90E-06,2.40E-05
AT2G20950,607.8548821,-0.698651647,0.126918276,-5.50473636,3.70E-08,7.10E-07
AT1G49430,807.0649204,-0.700329328,0.112888778,-6.20371077,5.51E-10,1.51E-08
AT5G12980,295.5970801,-0.701398854,0.124631164,-5.627796684,1.83E-08,3.76E-07
AT5G64040,72494.33337,-0.702396629,0.111998773,-6.27146717,3.58E-10,1.02E-08
AT4G14540,845.292121,-0.703062228,0.151849274,-4.63000058,3.66E-06,4.24E-05
AT5G47360,116.3859182,-0.703144952,0.16566721,-4.24432182,2.19E-05,0.00020341
AT5G59400,559.7701725,-0.703941831,0.109256945,-6.442993922,1.17E-10,3.66E-09
AT3G27200,100.0501334,-0.704109264,0.192115767,-3.665025913,0.000247314,0.001635715
AT4G21750,1793.730599,-0.704912459,0.107639015,-6.548856481,5.80E-11,1.90E-09
AT2G21050,602.9667256,-0.704989773,0.136022458,-5.182892482,2.18E-07,3.49E-06
AT3G60320,2295.038394,-0.705329276,0.102788219,-6.861966128,6.79E-12,2.63E-10
AT4G39710,2163.515764,-0.707694015,0.151813057,-4.661614942,3.14E-06,3.69E-05
AT3G02110,341.4194815,-0.708236819,0.150546382,-4.704442638,2.55E-06,3.10E-05
AT5G01881,75.62538297,-0.708384288,0.19960962,-3.54884843,0.00038692,0.002396838
AT2G28470,4509.879395,-0.709248613,0.160757493,-4.411916371,1.02E-05,0.000105487
AT3G10180,88.21686723,-0.709252415,0.215560344,-3.290273159,0.001000902,0.005363068
AT4G31360,95.23214676,-0.70945699,0.174809188,-4.058465102,4.94E-05,0.000409651
AT2G37640,445.2057706,-0.710534951,0.225280671,-3.15399874,0.001610498,0.007940044
AT3G07705,209.6818081,-0.710951901,0.202155225,-3.516861364,0.000436682,0.002654613
AT5G21930,2759.079358,-0.711146989,0.082979477,-8.570155105,1.03E-17,7.53E-16
AT1G01070,103.3916979,-0.711228846,0.223172183,-3.18690634,0.001438033,0.007220337
AT5G17420,229.9917497,-0.711717666,0.209412141,-3.398645661,0.000677204,0.003841912
AT4G33010,120605.878,-0.711866992,0.149628314,-4.757568771,1.96E-06,2.47E-05
AT5G01895,97.50049803,-0.71234575,0.206113835,-3.456079253,0.000548094,0.003221667
AT3G53990,2245.280483,-0.714571009,0.163894367,-4.35994855,1.30E-05,0.000129778
AT5G18705,116.5784997,-0.714855551,0.149690809,-4.775547382,1.79E-06,2.29E-05
AT1G77460,463.7374311,-0.715653388,0.138079114,-5.182922802,2.18E-07,3.49E-06
AT2G42580,428.9649026,-0.715994306,0.17627537,-4.061794367,4.87E-05,0.000405284
AT2G01950,388.3723127,-0.717026928,0.16175356,-4.432835532,9.30E-06,9.71E-05
AT4G01330,927.7909564,-0.717151068,0.170452091,-4.207346856,2.58E-05,0.000234518
AT5G18700,514.6585677,-0.717288422,0.164773362,-4.353181937,1.34E-05,0.000133283
AT3G58100,92.11698818,-0.7181974,0.195970375,-3.664826382,0.000247506,0.001636529
AT5G03130,99.77667154,-0.718402208,0.190863535,-3.763957353,0.000167245,0.001174373
AT2G47500,417.3806099,-0.71846131,0.182584393,-3.934954668,8.32E-05,0.000646219
AT2G39730,235654.0412,-0.721478571,0.118846951,-6.070652739,1.27E-09,3.23E-08
AT3G51750,422.8055109,-0.724592572,0.215140872,-3.367991233,0.00075718,0.004230144
AT3G15518,148.3014956,-0.72474034,0.151737096,-4.776289768,1.79E-06,2.29E-05
AT5G52930,62.53609768,-0.725903364,0.209495876,-3.465000735,0.00053023,0.003133153
AT5G38430,21423.80198,-0.730190484,0.169436543,-4.309521857,1.64E-05,0.0001581
AT3G14415,20495.56964,-0.731983568,0.115812222,-6.320434557,2.61E-10,7.62E-09
AT1G17840,2300.122333,-0.732045366,0.082543668,-8.868582955,7.41E-19,6.08E-17
AT3G17630,120.1672719,-0.732403389,0.168580597,-4.344529582,1.40E-05,0.000137655
AT4G27370,443.7636564,-0.733524637,0.172595202,-4.249971203,2.14E-05,0.000198976
AT1G11670,105.6487959,-0.73428937,0.203523322,-3.607888085,0.0003087,0.001975964
AT3G23000,1918.503821,-0.735652427,0.190053226,-3.870770542,0.000108492,0.000813706
AT4G20430,256.0440296,-0.735732999,0.183276661,-4.01433001,5.96E-05,0.00048147
AT1G77960,1000.338251,-0.736836585,0.144780121,-5.08934915,3.59E-07,5.44E-06
AT5G49160,624.4247383,-0.736974491,0.17201867,-4.28427036,1.83E-05,0.000174791
AT1G48280,137.119551,-0.737403243,0.154382272,-4.776476161,1.78E-06,2.29E-05
AT1G57980,102.0533795,-0.737566635,0.214409621,-3.439988516,0.000581739,0.00338717
AT3G55690,78.82110121,-0.738528809,0.203352648,-3.631763907,0.000281491,0.00182926
AT1G16720,7253.548887,-0.738974618,0.120320002,-6.141743733,8.16E-10,2.16E-08
AT2G43900,780.3822119,-0.740497491,0.131015694,-5.651975476,1.59E-08,3.30E-07
AT3G07540,366.961788,-0.741477558,0.166369027,-4.456824522,8.32E-06,8.76E-05
AT3G53900,556.7343014,-0.742846864,0.192000036,-3.86899335,0.000109286,0.000817307
AT1G14700,694.3500002,-0.74525474,0.143130502,-5.206819872,1.92E-07,3.09E-06
AT2G26250,3787.15482,-0.746932306,0.084179783,-8.873060473,7.12E-19,5.88E-17
AT4G34260,1955.038927,-0.747222269,0.132873633,-5.623555666,1.87E-08,3.84E-07
AT5G49215,229.9024051,-0.747876871,0.144717937,-5.167824297,2.37E-07,3.75E-06
AT3G16850,1244.606088,-0.749372184,0.100623981,-7.447252371,9.53E-14,4.66E-12
AT4G16970,71.04620225,-0.749446229,0.210144549,-3.566336755,0.000362006,0.002264109
AT3G53800,1784.484306,-0.750513855,0.161870746,-4.636500868,3.54E-06,4.13E-05
ATCG00480,604.0709687,-0.750716536,0.128376331,-5.847779961,4.98E-09,1.13E-07
AT4G08590,81.6436889,-0.751041605,0.173217951,-4.335818537,1.45E-05,0.000142087
AT1G29720,643.1551808,-0.751998518,0.218949671,-3.434572494,0.000593489,0.003445323
AT2G42200,490.0240778,-0.752300498,0.153045193,-4.915544768,8.85E-07,1.23E-05
AT3G21550,243.778538,-0.752423853,0.178207417,-4.222180331,2.42E-05,0.000221659
AT5G16000,526.1797961,-0.752526728,0.1422245,-5.291118832,1.22E-07,2.06E-06
AT4G34000,3150.657853,-0.753333415,0.111872302,-6.73386889,1.65E-11,5.96E-10
AT1G22740,148.5421106,-0.753486357,0.158085449,-4.766323287,1.88E-06,2.38E-05
AT5G05890,200.9604757,-0.753931646,0.195973427,-3.847111614,0.000119519,0.000881191
AT5G44680,1374.049331,-0.754079624,0.144432314,-5.220989718,1.78E-07,2.88E-06
AT3G21055,32660.38496,-0.754915624,0.109761346,-6.877791213,6.08E-12,2.36E-10
AT1G04680,798.4384745,-0.755001628,0.241967323,-3.120262762,0.001806898,0.008737562
AT1G05253,1607.171313,-0.755203715,0.137759395,-5.482048717,4.20E-08,7.96E-07
AT2G35750,258.1280949,-0.755399511,0.22655471,-3.3342918,0.000855169,0.004693723
AT2G36790,264.9041344,-0.756295127,0.186196015,-4.061822301,4.87E-05,0.000405284
AT1G34640,163.7365755,-0.756355263,0.143557927,-5.26864156,1.37E-07,2.29E-06
AT2G41560,3252.212683,-0.75663032,0.176964182,-4.275612786,1.91E-05,0.000180478
AT4G22560,67.2848219,-0.757024969,0.225449132,-3.357852668,0.000785505,0.004371723
AT4G16983,4077.064931,-0.757392107,0.100526039,-7.534287786,4.91E-14,2.47E-12
AT4G16980,4078.117833,-0.757524793,0.100569175,-7.532375534,4.98E-14,2.50E-12
AT2G36792,266.7954828,-0.758031507,0.188047837,-4.031056783,5.55E-05,0.000452805
AT1G72600,7437.894364,-0.758120731,0.123732999,-6.127069879,8.95E-10,2.34E-08
AT1G72610,7390.03143,-0.758553574,0.124233556,-6.105867044,1.02E-09,2.65E-08
AT1G58440,811.5472732,-0.759059733,0.098688268,-7.691489083,1.45E-14,7.82E-13
AT4G02390,170.0357538,-0.75948306,0.161205842,-4.711262638,2.46E-06,3.01E-05
AT1G68780,323.442707,-0.759909621,0.145904176,-5.208278761,1.91E-07,3.07E-06
AT5G42210,66.33324338,-0.759924626,0.236251458,-3.216592319,0.001297228,0.006666057
AT4G27595,461.5656009,-0.760322446,0.197410097,-3.851487129,0.000117403,0.000868321
AT2G34920,97.26641498,-0.760720076,0.177615886,-4.282950656,1.84E-05,0.000175618
AT5G65683,310.5506675,-0.760933628,0.142202147,-5.351069887,8.74E-08,1.54E-06
AT1G01610,887.4733581,-0.760985676,0.110290345,-6.899839481,5.21E-12,2.05E-10
AT3G13750,3727.636624,-0.762581904,0.237417461,-3.211987447,0.001318201,0.006753118
AT3G15520,2064.215118,-0.763411204,0.156385508,-4.881598132,1.05E-06,1.44E-05
AT1G01225,66.27788411,-0.76351885,0.245510465,-3.109923843,0.001871356,0.008995472
AT4G18640,222.3477411,-0.764176286,0.190343272,-4.014727071,5.95E-05,0.000481143
AT2G28410,252.990012,-0.765208916,0.125694209,-6.087861336,1.14E-09,2.92E-08
AT2G37090,54.69870264,-0.765381539,0.237885491,-3.217436823,0.001293415,0.006649453
AT1G35180,78.08924876,-0.765397927,0.205197198,-3.730060318,0.000191434,0.001317358
AT4G38660,250.8532844,-0.766663796,0.170746705,-4.490064956,7.12E-06,7.65E-05
AT3G57010,97.58708473,-0.768427074,0.214884993,-3.57599227,0.000348902,0.002200268
AT2G41540,553.5192856,-0.768754831,0.188320954,-4.082152389,4.46E-05,0.000374816
AT5G56860,1218.296667,-0.770095677,0.129619874,-5.941185204,2.83E-09,6.72E-08
AT1G68650,172.8424379,-0.770484831,0.203827856,-3.780076217,0.00015678,0.001109861
AT4G28390,396.7793191,-0.772032286,0.149790999,-5.154063264,2.55E-07,4.01E-06
AT5G60022,343.4624123,-0.772056086,0.190149113,-4.060266563,4.90E-05,0.000407223
AT4G07975,438.651409,-0.773121868,0.115942903,-6.668125849,2.59E-11,8.96E-10
AT1G30690,809.4898865,-0.773446544,0.188877773,-4.094957978,4.22E-05,0.00035622
AT3G19450,2463.246911,-0.774061106,0.181025093,-4.275987886,1.90E-05,0.000180247
AT3G45930,194.7978926,-0.775169005,0.187940452,-4.124545824,3.71E-05,0.000318888
AT3G01330,59.96701423,-0.776012169,0.24249978,-3.200053081,0.001374023,0.006964547
AT5G18020,325.1798899,-0.777968564,0.140964031,-5.518915407,3.41E-08,6.62E-07
AT1G51060,1084.379144,-0.779833249,0.095667262,-8.151516357,3.59E-16,2.29E-14
AT5G35740,70.11678696,-0.780457275,0.246232482,-3.169595129,0.001526515,0.007589856
AT2G42170,160.7045476,-0.781231688,0.189114121,-4.13100662,3.61E-05,0.000311652
AT2G45830,78.21721372,-0.782753121,0.249274174,-3.140129234,0.001688733,0.008264996
AT5G13140,673.0683822,-0.783875823,0.197569768,-3.967589935,7.26E-05,0.000573127
AT3G06770,450.6454696,-0.784742751,0.166023186,-4.726705763,2.28E-06,2.81E-05
AT5G03250,88.15976607,-0.784928495,0.197585506,-3.972601583,7.11E-05,0.000562903
AT4G15960,51.64992901,-0.785384977,0.248738055,-3.157478168,0.001591402,0.007860018
AT1G20010,2133.782539,-0.788040807,0.22841235,-3.450079681,0.000560421,0.003283427
AT1G27880,48.81447957,-0.792319648,0.240216055,-3.298362582,0.000972505,0.005244459
AT1G15800,72.72404405,-0.79321513,0.193337761,-4.102742912,4.08E-05,0.000345808
AT3G53680,506.3421657,-0.794801919,0.163986994,-4.846737528,1.26E-06,1.68E-05
AT2G46710,1205.713958,-0.795208416,0.115155937,-6.905492136,5.00E-12,1.99E-10
AT1G31330,122805.3072,-0.795535539,0.121807344,-6.531096663,6.53E-11,2.11E-09
AT5G07590,215.3281213,-0.798055527,0.163671947,-4.875945709,1.08E-06,1.48E-05
AT4G13250,4476.677332,-0.798339894,0.134821495,-5.921458559,3.19E-09,7.50E-08
AT1G10020,187.8522683,-0.800095422,0.168372221,-4.751944329,2.01E-06,2.53E-05
AT2G08770,171.9575845,-0.800207994,0.248230663,-3.223646847,0.001265694,0.00652546
AT5G23870,140.362444,-0.800919383,0.203611918,-3.933558464,8.37E-05,0.000649771
AT1G32190,63.03398688,-0.801694146,0.23667276,-3.387352839,0.000705706,0.003976144
AT5G40450,936.6505427,-0.8028481,0.228430969,-3.514620205,0.000440383,0.00267365
AT4G28250,1381.237914,-0.803868568,0.167766083,-4.79160361,1.65E-06,2.14E-05
AT4G20940,274.1330813,-0.803941458,0.141159966,-5.695251151,1.23E-08,2.62E-07
AT3G49670,1714.904212,-0.805456177,0.119272506,-6.753074966,1.45E-11,5.30E-10
AT4G33810,103.2620972,-0.805750911,0.256436055,-3.142112409,0.001677336,0.008216075
AT4G32890,124.8032767,-0.806992152,0.182744225,-4.415965277,1.01E-05,0.00010385
AT1G56720,597.7840232,-0.808031378,0.163861958,-4.931171255,8.17E-07,1.15E-05
AT3G20015,226.243706,-0.808226388,0.199598871,-4.049253312,5.14E-05,0.000422873
AT3G56060,424.5972328,-0.808298332,0.110059988,-7.34416158,2.07E-13,9.81E-12
AT1G03920,51.60946402,-0.808656476,0.250629855,-3.226497005,0.001253155,0.006480762
AT4G27240,156.5414152,-0.808734042,0.172785927,-4.680555032,2.86E-06,3.41E-05
AT1G51500,3057.364144,-0.809338558,0.089846393,-9.008025008,2.10E-19,1.86E-17
AT2G36870,1699.843499,-0.810732582,0.167987296,-4.826154129,1.39E-06,1.84E-05
AT4G18760,178.5672601,-0.812833868,0.188485852,-4.31243969,1.61E-05,0.00015635
AT3G51490,61.7092878,-0.813013327,0.209343525,-3.883632546,0.000102907,0.000778544
AT1G09200,601.8100508,-0.813733696,0.146960404,-5.537094858,3.08E-08,6.02E-07
AT3G22760,92.40792307,-0.814654103,0.187244977,-4.350739416,1.36E-05,0.000134492
AT4G30410,142.1363695,-0.815545875,0.232762414,-3.503769625,0.000458722,0.002769217
AT3G12110,149.4143676,-0.815614477,0.18128523,-4.499067449,6.83E-06,7.36E-05
AT2G36630,2204.806774,-0.815711555,0.228519612,-3.569547261,0.000357599,0.00224305
AT1G26820,122.8597983,-0.816068218,0.252019558,-3.238114634,0.001203225,0.006263699
AT2G43200,229.8431275,-0.816816277,0.198785935,-4.109024495,3.97E-05,0.000337511
AT5G12470,2357.862158,-0.817865105,0.182816103,-4.473703859,7.69E-06,8.19E-05
AT5G26200,203.4806246,-0.818061831,0.228189271,-3.585014444,0.00033706,0.002131875
AT3G52720,1618.92306,-0.818490231,0.197060736,-4.153492217,3.27E-05,0.00028676
AT1G17140,613.5786331,-0.819039178,0.132892699,-6.163161582,7.13E-10,1.90E-08
AT2G05160,156.3705969,-0.819830268,0.24502848,-3.345857048,0.000820287,0.004531963
AT3G51600,4208.193514,-0.820767003,0.159919158,-5.132386985,2.86E-07,4.44E-06
AT1G11860,34470.79873,-0.821479074,0.14756336,-5.566958311,2.59E-08,5.18E-07
AT5G08020,70.86846021,-0.822191022,0.247517519,-3.321748805,0.000894552,0.004876784
AT4G25780,138.4445439,-0.822330568,0.258730004,-3.178334772,0.001481236,0.007407344
AT5G65360,783.0791865,-0.822524918,0.113746568,-7.231206495,4.79E-13,2.18E-11
AT1G14900,144.9354154,-0.823244439,0.176701265,-4.658961786,3.18E-06,3.74E-05
AT1G31335,117.4855491,-0.823732667,0.171293844,-4.80888658,1.52E-06,1.99E-05
AT1G60960,140.3446688,-0.824349638,0.187702267,-4.391793732,1.12E-05,0.000114434
AT3G44735,320.7882837,-0.824696297,0.188960603,-4.364382216,1.27E-05,0.000127336
AT1G26945,481.7440179,-0.82657181,0.203916273,-4.053486246,5.05E-05,0.000417143
AT5G63920,98.33152493,-0.827395322,0.212383635,-3.895758355,9.79E-05,0.000745918
AT1G03230,140.2652698,-0.830092173,0.234712745,-3.536630159,0.000405267,0.002494665
AT3G18050,1814.110163,-0.831413422,0.128870752,-6.451529233,1.11E-10,3.48E-09
AT5G48930,4648.643603,-0.83193628,0.109891012,-7.570557997,3.72E-14,1.89E-12
AT1G43790,329.4963046,-0.83212408,0.185490831,-4.486065837,7.26E-06,7.77E-05
AT2G40020,449.4437663,-0.834646007,0.162469553,-5.137245666,2.79E-07,4.35E-06
AT3G54560,137.1902049,-0.834758038,0.248823373,-3.354821647,0.000794162,0.00440944
AT3G23840,491.4845188,-0.834876315,0.209601504,-3.983159949,6.80E-05,0.000542305
AT4G33490,429.7379882,-0.835827767,0.1770373,-4.721195857,2.34E-06,2.88E-05
AT1G32540,908.1886759,-0.83727579,0.130336486,-6.423955516,1.33E-10,4.10E-09
AT2G37470,598.0849104,-0.838825716,0.147361743,-5.692289587,1.25E-08,2.66E-07
AT5G25610,19322.37127,-0.839064147,0.193381228,-4.338912089,1.43E-05,0.000140747
AT1G18650,754.3120424,-0.840150445,0.160658706,-5.229411261,1.70E-07,2.78E-06
AT4G24960,701.9673804,-0.840253628,0.126580047,-6.638120694,3.18E-11,1.08E-09
AT5G40850,2614.718633,-0.840480107,0.247059311,-3.40193658,0.000669102,0.00380515
AT2G40320,73.9017615,-0.841282493,0.23722882,-3.54629127,0.000390694,0.002417665
AT3G03145,584.6900292,-0.841608063,0.134082315,-6.276801427,3.46E-10,9.88E-09
AT5G60020,303.4143205,-0.84210986,0.20163912,-4.17632183,2.96E-05,0.000262791
AT1G21150,108.1305482,-0.843377154,0.173317796,-4.866073608,1.14E-06,1.54E-05
AT2G25080,20945.66283,-0.843995894,0.166655128,-5.064325964,4.10E-07,6.11E-06
AT5G48900,776.6966576,-0.844145034,0.164543985,-5.130209018,2.89E-07,4.48E-06
AT1G10850,311.1968059,-0.846633447,0.17762138,-4.766506412,1.87E-06,2.38E-05
AT1G75710,342.2843522,-0.847222053,0.205433729,-4.124065018,3.72E-05,0.000319321
AT3G10570,60.76346876,-0.848256042,0.247131057,-3.432413765,0.000598234,0.003467717
AT5G16030,6890.148408,-0.849282123,0.147951295,-5.740281778,9.45E-09,2.04E-07
AT4G25960,1345.973796,-0.852021082,0.085474943,-9.968080191,2.10E-23,2.62E-21
AT5G63180,1358.546021,-0.853409457,0.248072673,-3.44015908,0.000581372,0.003386718
AT1G32080,14230.93311,-0.853447848,0.179098259,-4.765249259,1.89E-06,2.39E-05
AT5G02515,1661.898374,-0.854476269,0.160067631,-5.338220241,9.39E-08,1.64E-06
AT4G06130,225.6561629,-0.854554074,0.269543384,-3.17037674,0.001522414,0.007575892
AT5G59870,607.0272659,-0.855262436,0.202947968,-4.214195614,2.51E-05,0.000228221
AT2G30420,141.686054,-0.856924772,0.270869972,-3.163601947,0.001558298,0.007721689
AT2G47440,666.6452689,-0.857651262,0.097263589,-8.817803936,1.17E-18,9.38E-17
AT1G28290,297.8321961,-0.860010391,0.252042225,-3.4121679,0.000644484,0.003689305
AT4G34760,313.9805584,-0.86203047,0.264883954,-3.254370293,0.00113644,0.00597064
AT1G15580,55.88589872,-0.862188751,0.218780069,-3.940892576,8.12E-05,0.000632312
AT5G38200,43.49291537,-0.862384411,0.256495051,-3.362187332,0.000773276,0.004312878
AT5G51890,819.6807495,-0.863379945,0.189385697,-4.558844517,5.14E-06,5.73E-05
AT3G17640,541.7743474,-0.865258375,0.185096728,-4.674628158,2.94E-06,3.49E-05
AT3G23880,179.0849009,-0.865705997,0.201248471,-4.301677398,1.70E-05,0.000162864
AT3G23730,102.8917412,-0.865725254,0.231456941,-3.740329632,0.000183779,0.001274444
AT5G11550,349.1174486,-0.867155105,0.154251594,-5.621692982,1.89E-08,3.87E-07
AT1G64625,48.84366483,-0.868449818,0.23202691,-3.742884038,0.00018192,0.001263047
AT5G08260,244.0696328,-0.87064851,0.229158291,-3.79933236,0.000145086,0.001040266
AT4G36052,243.9780845,-0.871058613,0.117517922,-7.412134236,1.24E-13,6.00E-12
AT4G23290,3326.951535,-0.87147246,0.198532245,-4.389576422,1.14E-05,0.000115307
AT5G59660,112.6400632,-0.874321575,0.200313141,-4.364773932,1.27E-05,0.000127162
AT1G77590,1526.366768,-0.876858969,0.180894108,-4.847360573,1.25E-06,1.68E-05
AT4G15500,50.00870668,-0.879071635,0.236194215,-3.721816964,0.000197794,0.001351653
AT5G56220,221.2585499,-0.882904936,0.214285886,-4.120219735,3.79E-05,0.000324223
AT5G61000,158.2529505,-0.88324409,0.204432411,-4.320469951,1.56E-05,0.000151329
AT4G37890,100.7418667,-0.883440307,0.225087011,-3.924883555,8.68E-05,0.000670972
AT1G70985,166.790674,-0.883870665,0.25547202,-3.459755262,0.000540667,0.003183593
AT5G01240,610.675127,-0.883903594,0.183184222,-4.82521685,1.40E-06,1.85E-05
AT1G78170,301.869412,-0.884050735,0.110048139,-8.033309269,9.49E-16,5.81E-14
AT5G21100,2525.962106,-0.88465761,0.140852601,-6.280733227,3.37E-10,9.69E-09
AT5G65310,1337.533565,-0.885896172,0.233521624,-3.79363656,0.000148457,0.001059897
AT1G29670,3718.089329,-0.887784194,0.122231491,-7.263138054,3.78E-13,1.75E-11
AT1G04020,122.8642447,-0.889965222,0.272355305,-3.26766252,0.001084396,0.005737049
AT2G01890,324.4200176,-0.891856217,0.174237803,-5.118614914,3.08E-07,4.74E-06
AT1G08890,543.1461671,-0.89196739,0.20543666,-4.34181216,1.41E-05,0.000139137
AT1G29600,365.8736367,-0.89329126,0.204500155,-4.36816912,1.25E-05,0.000125522
AT3G16250,3123.208634,-0.893456102,0.132033394,-6.766894886,1.32E-11,4.85E-10
AT5G13630,80697.14548,-0.893470146,0.144174788,-6.197131693,5.75E-10,1.57E-08
AT1G29395,1665.503793,-0.894138634,0.173205502,-5.162299243,2.44E-07,3.85E-06
AT4G34060,861.8491168,-0.894923867,0.19123172,-4.679787786,2.87E-06,3.42E-05
AT5G04140,63956.69199,-0.896459162,0.139670661,-6.418378441,1.38E-10,4.24E-09
AT1G27950,1636.723725,-0.897040001,0.1397683,-6.418050475,1.38E-10,4.24E-09
AT2G28950,1255.477296,-0.900942803,0.245065332,-3.676337223,0.000236607,0.001578253
AT3G58620,194.8825228,-0.903984484,0.120323003,-7.512981386,5.78E-14,2.87E-12
AT3G24495,133.1205178,-0.906149864,0.19153373,-4.731019779,2.23E-06,2.75E-05
AT4G28230,50.52679843,-0.906209892,0.273662946,-3.311408812,0.000928275,0.005041878
AT1G09340,35304.25453,-0.908265032,0.156250593,-5.812874162,6.14E-09,1.37E-07
AT4G37685,38.47769796,-0.908937592,0.2588676,-3.511206469,0.000446078,0.002701927
AT2G32690,4365.024571,-0.909144693,0.164479214,-5.527413896,3.25E-08,6.33E-07
AT4G08390,2815.483011,-0.910508994,0.196286963,-4.638662607,3.51E-06,4.09E-05
AT4G36050,457.6885667,-0.911141539,0.100618749,-9.055385317,1.36E-19,1.22E-17
AT1G15825,247.9681227,-0.911262539,0.159361093,-5.718224687,1.08E-08,2.30E-07
AT1G20440,4408.455848,-0.913275029,0.202586999,-4.508063357,6.54E-06,7.08E-05
AT5G61410,22493.22144,-0.91339872,0.123304222,-7.407684043,1.29E-13,6.19E-12
AT1G29680,62.85501942,-0.916582807,0.218349301,-4.197782191,2.70E-05,0.000242763
AT4G38770,16558.07695,-0.919395689,0.155380813,-5.917047728,3.28E-09,7.69E-08
AT1G75163,42.59922866,-0.919478443,0.28931027,-3.17817423,0.001482057,0.007409651
AT3G61870,8671.617846,-0.920132593,0.095115006,-9.67389517,3.89E-22,4.25E-20
AT3G52910,243.8390756,-0.92042105,0.181186376,-5.079968329,3.77E-07,5.68E-06
AT3G28960,46.69912707,-0.920551838,0.225283172,-4.086198848,4.38E-05,0.000368606
AT5G04200,147.3954646,-0.921083141,0.167569029,-5.496738545,3.87E-08,7.38E-07
AT4G34900,538.2832361,-0.92126205,0.287214927,-3.207570236,0.001338614,0.006822309
AT3G16800,549.5405696,-0.923120121,0.170690726,-5.408144572,6.37E-08,1.15E-06
AT1G49160,125.4373934,-0.924137366,0.187748328,-4.922213558,8.56E-07,1.19E-05
AT1G54200,151.4356462,-0.924218553,0.22937346,-4.029317741,5.59E-05,0.000455692
AT3G15570,1568.671498,-0.924485659,0.140382,-6.585499977,4.53E-11,1.51E-09
AT1G73890,89.50270365,-0.926704578,0.270894836,-3.420901595,0.000624139,0.003593895
AT1G24280,294.6850161,-0.927061917,0.259809951,-3.568230982,0.0003594,0.002251937
AT5G23980,314.9837174,-0.927521823,0.208849117,-4.441109623,8.95E-06,9.36E-05
AT1G22650,171.0671076,-0.92823843,0.175889858,-5.277384596,1.31E-07,2.20E-06
AT5G10440,38.07368792,-0.928761767,0.289170314,-3.211815741,0.001318989,0.006754205
AT1G11070,100.6697594,-0.930005705,0.196000247,-4.744921076,2.09E-06,2.60E-05
AT5G10770,164.9205633,-0.930146981,0.175294969,-5.306181826,1.12E-07,1.91E-06
AT4G32920,1517.595294,-0.930867952,0.22588824,-4.120922593,3.77E-05,0.000323353
AT3G29030,1031.391571,-0.934025319,0.167048503,-5.59134205,2.25E-08,4.55E-07
AT3G53530,150.7010822,-0.934461839,0.269262461,-3.470449744,0.000519588,0.003078022
AT3G17350,145.0314684,-0.935288396,0.212019546,-4.411330996,1.03E-05,0.000105726
AT4G28190,87.84504269,-0.936122218,0.177096063,-5.285957252,1.25E-07,2.11E-06
AT1G02350,67.78609443,-0.938200235,0.236394027,-3.968798395,7.22E-05,0.000571126
AT5G04820,143.9976622,-0.939909307,0.163369156,-5.753284964,8.75E-09,1.89E-07
AT5G08410,3536.248565,-0.940010525,0.091455458,-10.2783425,8.82E-25,1.24E-22
AT1G78820,1347.481054,-0.942667674,0.23547683,-4.003228998,6.25E-05,0.000502549
