genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT1G69040,970.0135162,-0.94326907,0.199258294,-4.733901176,2.20E-06,2.72E-05
AT1G10060,314.4444574,-0.943555948,0.183525491,-5.141280073,2.73E-07,4.26E-06
AT5G38410,141701.3139,-0.944093404,0.131364599,-7.186817563,6.63E-13,2.95E-11
AT3G16380,98.24478663,-0.947101315,0.305583711,-3.099318718,0.001939662,0.009261177
AT1G64640,272.3975151,-0.947441816,0.226641207,-4.180359913,2.91E-05,0.000258853
AT5G01810,579.3448427,-0.948276178,0.182105176,-5.207299408,1.92E-07,3.08E-06
AT4G27730,56.57377189,-0.950418884,0.252976636,-3.756943325,0.000172001,0.001203805
AT4G04770,7385.386316,-0.950468971,0.127346196,-7.463662047,8.42E-14,4.14E-12
AT2G35760,154.1318885,-0.951134554,0.219364726,-4.335859158,1.45E-05,0.000142087
AT4G24120,555.075709,-0.951210077,0.216881927,-4.385842983,1.16E-05,0.000116949
AT1G72970,658.7096913,-0.951370154,0.195224922,-4.873200338,1.10E-06,1.50E-05
AT1G05523,363.1960736,-0.952229778,0.282136793,-3.375064156,0.000737985,0.00413791
AT4G38950,649.4868519,-0.952233877,0.208058661,-4.576756732,4.72E-06,5.33E-05
AT4G33560,41.04469536,-0.952896663,0.309563387,-3.078195629,0.002082582,0.009839401
AT1G20070,362.9085703,-0.953370943,0.281452586,-3.387323441,0.000705781,0.003976144
AT3G10520,1881.422919,-0.954782628,0.240776846,-3.965425425,7.33E-05,0.000577576
AT4G38775,7873.183261,-0.954980088,0.137375785,-6.951589677,3.61E-12,1.46E-10
AT4G37895,68.88015621,-0.955053942,0.226831678,-4.210408142,2.55E-05,0.000231721
AT1G67750,593.9329856,-0.955617922,0.305591083,-3.127113243,0.001765319,0.008565271
AT1G14350,91.70846511,-0.958400548,0.30138612,-3.179975732,0.001472874,0.007373172
AT1G46768,117.0440499,-0.959734899,0.250316871,-3.83407996,0.000126035,0.000923719
AT1G05310,102.6955097,-0.95976453,0.236483906,-4.058477152,4.94E-05,0.000409651
AT1G11700,404.3847734,-0.959806313,0.176630185,-5.433988034,5.51E-08,1.02E-06
AT1G07513,37.06855587,-0.961612839,0.295499015,-3.254199814,0.001137123,0.005971549
AT5G27890,52.8644598,-0.963560063,0.242358778,-3.975758873,7.02E-05,0.000556613
AT1G78850,2277.772383,-0.964228436,0.178289696,-5.408211787,6.37E-08,1.15E-06
ath-miR3932b-5p,104.7531572,-0.964391242,0.220804099,-4.367632868,1.26E-05,0.00012567
AT3G12700,59.63543803,-0.964589376,0.263460441,-3.661230406,0.000251007,0.001656872
AT2G26500,23387.00196,-0.965851903,0.141701383,-6.816107814,9.35E-12,3.55E-10
AT2G42980,71.49276826,-0.966233271,0.258926223,-3.731693381,0.000190197,0.001311967
AT5G10250,128.0630414,-0.966368464,0.198813206,-4.860685475,1.17E-06,1.58E-05
AT3G11720,452.6374257,-0.967830637,0.176507158,-5.483237329,4.18E-08,7.91E-07
AT5G24105,46.05892628,-0.96846933,0.265682757,-3.645209577,0.000267174,0.00174736
AT1G76410,67.54502106,-0.968836652,0.246733936,-3.926645301,8.61E-05,0.000666423
AT4G37230,55.34970967,-0.968886224,0.281028629,-3.447642419,0.000565502,0.003307412
AT5G65010,6319.70082,-0.970560684,0.169535337,-5.724828243,1.04E-08,2.21E-07
AT3G54400,433.0907752,-0.971113439,0.230732869,-4.208821407,2.57E-05,0.000233173
AT4G20070,1027.124331,-0.971395053,0.163992776,-5.92340148,3.15E-09,7.43E-08
AT1G15170,262.799774,-0.972094568,0.174611115,-5.567197536,2.59E-08,5.18E-07
AT5G44130,749.2082216,-0.972612608,0.151065882,-6.438334029,1.21E-10,3.76E-09
AT2G47240,322.8583991,-0.973434792,0.157483512,-6.181185449,6.36E-10,1.72E-08
AT1G05210,37.90178516,-0.974848458,0.280021565,-3.481333505,0.000498924,0.002975906
AT5G64330,1445.200277,-0.975399365,0.183804518,-5.306721381,1.12E-07,1.91E-06
AT5G47370,466.3787389,-0.976127908,0.160277216,-6.090247469,1.13E-09,2.88E-08
AT1G25230,329.907954,-0.977347787,0.257638012,-3.793492194,0.000148543,0.001060191
AT4G15620,341.1320389,-0.979929342,0.261798178,-3.743071666,0.000181784,0.001262852
AT2G20110,31.89408616,-0.980211698,0.282732269,-3.466925444,0.000526448,0.003114728
AT3G62510,39.68994427,-0.980776101,0.286937914,-3.418077752,0.000630651,0.003626049
AT1G04520,200.2792164,-0.980889618,0.287707717,-3.409326754,0.000651234,0.003723403
AT1G58150,64.22535957,-0.982180089,0.200238982,-4.905039355,9.34E-07,1.30E-05
AT2G33280,86.20999019,-0.98288351,0.260194133,-3.777500669,0.00015841,0.001120383
AT4G30960,16183.14099,-0.984168205,0.186148914,-5.28699407,1.24E-07,2.10E-06
AT1G69526,105.2983292,-0.986387888,0.22696093,-4.346069121,1.39E-05,0.000137039
AT1G55755,78.54612189,-0.987266774,0.193323176,-5.106820572,3.28E-07,5.01E-06
AT3G21240,270.4430263,-0.988157261,0.155838411,-6.340909495,2.28E-10,6.72E-09
AT5G51460,316.0156645,-0.988989029,0.209881949,-4.71212048,2.45E-06,2.99E-05
AT3G14210,38491.81146,-0.990941465,0.218582577,-4.533487892,5.80E-06,6.37E-05
AT1G54385,118.9071334,-0.991528567,0.205045433,-4.835653011,1.33E-06,1.77E-05
AT1G55760,168.8687968,-0.992798738,0.15348032,-6.468573554,9.89E-11,3.12E-09
AT5G66600,148.0149864,-0.993067272,0.25183285,-3.943358751,8.03E-05,0.000626883
AT3G03275,742.6357296,-0.993178344,0.127953769,-7.762009311,8.36E-15,4.63E-13
AT3G09440,3869.420327,-0.993661041,0.283129182,-3.509567724,0.000448836,0.002714426
AT5G03260,267.6184202,-0.994147379,0.232790012,-4.270575746,1.95E-05,0.000184157
AT2G38320,59.38910747,-0.995734714,0.27984699,-3.558139809,0.000373491,0.002324084
AT1G09310,23567.41557,-0.995967329,0.20127514,-4.948287852,7.49E-07,1.06E-05
AT4G05520,135.3255757,-0.996214622,0.201816534,-4.936238882,7.96E-07,1.12E-05
AT1G23052,71.75440681,-0.9965219,0.305372579,-3.263298574,0.001101234,0.005811974
AT1G23050,71.75440681,-0.9965219,0.305372579,-3.263298574,0.001101234,0.005811974
AT5G50010,150.2389016,-0.99751309,0.281216893,-3.54713075,0.000389451,0.002411246
AT4G21760,274.8879522,-0.998698863,0.216865164,-4.60516038,4.12E-06,4.72E-05
AT4G16690,294.7607016,-0.999255837,0.212362541,-4.705424185,2.53E-06,3.09E-05
AT4G11211,293.7279935,-1.000184031,0.230395498,-4.341161347,1.42E-05,0.000139489
AT5G43080,77.32189198,-1.00081192,0.249106579,-4.017605324,5.88E-05,0.000476291
AT4G01060,74.73635675,-1.001307686,0.256653984,-3.901391561,9.56E-05,0.000732313
AT3G05800,85.87686038,-1.003684612,0.287075261,-3.496242096,0.00047186,0.002835394
AT5G38420,75847.04862,-1.008674332,0.163297703,-6.176904579,6.54E-10,1.76E-08
AT1G25450,86.79975858,-1.00899881,0.326043265,-3.094677661,0.001970269,0.009384386
AT5G19190,1225.806388,-1.01085549,0.275061503,-3.675016235,0.000237834,0.001584708
AT1G15830,803.3512499,-1.01118403,0.139966161,-7.224489273,5.03E-13,2.28E-11
AT2G18970,53.71718538,-1.012360468,0.308208507,-3.284661015,0.001021051,0.005449868
AT2G43150,217.6408828,-1.012499884,0.271616134,-3.727686823,0.000193245,0.001325199
AT3G10310,46.58068402,-1.012618243,0.255996645,-3.955591854,7.63E-05,0.00059924
AT5G39550,121.5681013,-1.013815206,0.209267996,-4.844578367,1.27E-06,1.70E-05
AT1G19340,105.207872,-1.019275351,0.303702699,-3.356161655,0.000790324,0.004391248
AT3G58070,380.9688421,-1.020121472,0.25225734,-4.043971409,5.26E-05,0.000430805
AT4G37980,6397.12278,-1.021073719,0.187654842,-5.44123301,5.29E-08,9.78E-07
AT1G29440,194.8557376,-1.023367292,0.286167728,-3.576110056,0.000348745,0.002199869
AT1G04570,306.7686255,-1.023984565,0.269862236,-3.794471509,0.000147958,0.00105698
AT1G32100,332.7412306,-1.026466489,0.210683621,-4.872075419,1.10E-06,1.50E-05
AT2G18969,53.31934193,-1.029217915,0.318815801,-3.228252525,0.00124549,0.006449651
AT4G33220,1596.872992,-1.032657049,0.170623092,-6.052270155,1.43E-09,3.57E-08
AT1G69530,7267.531375,-1.032884979,0.131627094,-7.847054493,4.26E-15,2.44E-13
AT5G18030,349.8711244,-1.033252425,0.183235727,-5.63892448,1.71E-08,3.54E-07
AT3G09730,99.37262152,-1.033475165,0.1924926,-5.368908543,7.92E-08,1.41E-06
AT1G57820,159.2586299,-1.034354854,0.251387908,-4.114576795,3.88E-05,0.000330807
AT4G03210,144.6849933,-1.03446767,0.237723991,-4.351549322,1.35E-05,0.00013411
AT4G29310,95.01201874,-1.037088131,0.202029627,-5.13334677,2.85E-07,4.42E-06
AT1G29435,197.248141,-1.039897062,0.283781639,-3.664426862,0.000247893,0.001638387
AT5G10400,301.922072,-1.040457729,0.169570783,-6.135831348,8.47E-10,2.23E-08
AT4G37225,53.52834623,-1.042379338,0.311848739,-3.342579941,0.000830034,0.004575362
AT1G06980,108.0082665,-1.042614682,0.24007937,-4.342791651,1.41E-05,0.000138632
AT5G23750,548.4425917,-1.048893535,0.20864806,-5.027094587,4.98E-07,7.30E-06
AT1G20630,2059.392029,-1.051574358,0.126600427,-8.306246539,9.88E-17,6.60E-15
AT4G32340,1401.251202,-1.053401629,0.165411964,-6.368352111,1.91E-10,5.72E-09
AT4G37800,855.2757069,-1.053664571,0.26161751,-4.027500188,5.64E-05,0.00045875
AT5G02430,75.75359929,-1.053969117,0.23787634,-4.430743795,9.39E-06,9.78E-05
AT4G16780,141.3158005,-1.055148789,0.250985567,-4.204021773,2.62E-05,0.000237165
AT2G32160,1292.294147,-1.055529695,0.242927171,-4.345045849,1.39E-05,0.000137477
AT2G38080,354.9834199,-1.057048948,0.190389422,-5.55203612,2.82E-08,5.58E-07
AT3G61950,99.96079276,-1.058752702,0.221223014,-4.785906678,1.70E-06,2.19E-05
AT5G66330,57.35199923,-1.060145957,0.282338602,-3.754874285,0.000173429,0.001212342
AT1G54740,186.4471928,-1.060674398,0.241347422,-4.394803107,1.11E-05,0.000113106
AT4G14140,57.27155542,-1.06092621,0.232695007,-4.559299411,5.13E-06,5.72E-05
AT2G30900,86.37156898,-1.06509478,0.248446648,-4.287016095,1.81E-05,0.000172786
AT5G18060,85.00219624,-1.065797063,0.313856777,-3.395807069,0.000684266,0.003876904
AT3G49750,57.37106488,-1.065956581,0.238338318,-4.47245156,7.73E-06,8.24E-05
AT4G16563,249.0259279,-1.066128129,0.188312557,-5.661481879,1.50E-08,3.14E-07
AT5G17330,25.21206221,-1.068015409,0.328232764,-3.253835472,0.001138582,0.005977874
AT5G66310,332.9712428,-1.068245115,0.264907025,-4.032528452,5.52E-05,0.000450291
AT2G21880,49.00002809,-1.069814138,0.256702577,-4.167523946,3.08E-05,0.000272007
AT3G20450,29.97422854,-1.069935233,0.304805839,-3.510218946,0.000447738,0.00271077
AT3G06880,1169.488956,-1.072523152,0.216280541,-4.958944279,7.09E-07,1.01E-05
AT2G33370,1084.763056,-1.073403862,0.185515627,-5.786056297,7.21E-09,1.58E-07
AT3G25880,22.05804816,-1.075305054,0.346447188,-3.103806558,0.001910482,0.009147924
AT3G11690,566.7983588,-1.08105673,0.217610204,-4.967858634,6.77E-07,9.71E-06
AT4G17340,1974.017668,-1.082052907,0.159958925,-6.764567262,1.34E-11,4.92E-10
AT4G39110,42.9585685,-1.084040175,0.248691922,-4.358968178,1.31E-05,0.000130305
AT5G24570,74.52066357,-1.084320145,0.242252394,-4.475993512,7.61E-06,8.11E-05
AT1G04040,83.50260711,-1.087105544,0.263398291,-4.127230822,3.67E-05,0.000315882
AT1G53520,458.5979338,-1.087432456,0.290957694,-3.73742465,0.000185915,0.001286971
AT1G29420,32.93163861,-1.0882777,0.324240721,-3.356388105,0.000789677,0.004388694
AT1G06257,27.81524412,-1.088693361,0.335699334,-3.24306083,0.00118253,0.006174058
AT1G74675,694.016,-1.088765,0.320636578,-3.395635666,0.000684694,0.003876904
AT1G62380,2753.264168,-1.089398585,0.163341133,-6.669468778,2.57E-11,8.91E-10
AT1G23080,3105.583426,-1.093638041,0.224856652,-4.863712196,1.15E-06,1.56E-05
AT1G73600,22634.20124,-1.095058369,0.253909945,-4.312782515,1.61E-05,0.000156263
AT2G43445,70.18436181,-1.095565983,0.277482018,-3.948241369,7.87E-05,0.00061526
AT2G26180,67.05953899,-1.096384167,0.219266196,-5.000242575,5.73E-07,8.32E-06
AT1G44740,46.37873571,-1.097984782,0.254206764,-4.319258712,1.57E-05,0.000152099
AT4G28240,753.4659287,-1.09806329,0.174076129,-6.307948695,2.83E-10,8.21E-09
AT3G06130,352.8857078,-1.099148069,0.243402391,-4.515765288,6.31E-06,6.87E-05
AT5G46690,551.7152874,-1.101782154,0.200349791,-5.499292767,3.81E-08,7.28E-07
AT5G11420,2928.613027,-1.103719748,0.183752082,-6.006570027,1.89E-09,4.63E-08
AT5G45080,42.2528066,-1.104564757,0.315567718,-3.500246363,0.000464828,0.002800313
AT2G38995,182.2041713,-1.105732321,0.227087378,-4.869193212,1.12E-06,1.52E-05
AT3G05660,433.0028226,-1.106295896,0.158291131,-6.988994826,2.77E-12,1.13E-10
AT1G58070,101.0439263,-1.107015779,0.280343417,-3.948784646,7.85E-05,0.00061407
AT3G48550,54.45407414,-1.10727157,0.255991738,-4.325419167,1.52E-05,0.000148278
AT2G30424,286.5103409,-1.10862797,0.270485057,-4.098666228,4.16E-05,0.00035132
AT2G36830,1343.096917,-1.108859734,0.091698569,-12.09244311,1.16E-33,3.53E-31
AT3G08375,38.21834412,-1.109697418,0.346621278,-3.201469408,0.001367286,0.006937896
AT5G19740,429.9574595,-1.11201828,0.169973511,-6.542303421,6.06E-11,1.98E-09
AT5G20270,508.7649524,-1.11429644,0.129009005,-8.637353954,5.75E-18,4.30E-16
AT2G22970,501.4432511,-1.114784925,0.19932709,-5.592741681,2.24E-08,4.52E-07
AT2G28630,142.5043083,-1.116105164,0.323149526,-3.453835069,0.000552675,0.003243717
AT1G09230,520.7690615,-1.116230331,0.131601529,-8.481894867,2.22E-17,1.55E-15
AT4G39330,4665.581608,-1.120345318,0.219359494,-5.107348202,3.27E-07,5.00E-06
AT3G47070,7958.724819,-1.127655684,0.143108939,-7.879701235,3.28E-15,1.91E-13
AT1G66940,203.8784858,-1.129914696,0.363671069,-3.106968885,0.001890163,0.009070524
AT4G33550,398.9466041,-1.130695252,0.195194369,-5.792663272,6.93E-09,1.52E-07
AT4G26960,32.26760919,-1.13290949,0.287329086,-3.942898739,8.05E-05,0.000627878
AT1G10960,7862.717182,-1.13478388,0.144360475,-7.860765752,3.82E-15,2.21E-13
AT1G06267,37.4643582,-1.134919051,0.299785287,-3.785773012,0.000153231,0.001090003
AT1G62290,264.3691697,-1.137233975,0.201004438,-5.657755548,1.53E-08,3.20E-07
AT1G63580,96.86785568,-1.140366025,0.264652862,-4.308912495,1.64E-05,0.000158471
AT4G14746,89.77871906,-1.141199546,0.223839594,-5.098291709,3.43E-07,5.22E-06
AT2G47920,59.26851282,-1.143023236,0.286015184,-3.996372575,6.43E-05,0.000515553
AT4G01985,86.42893321,-1.143869307,0.303757455,-3.765732452,0.000166062,0.001166759
AT2G16630,207.795408,-1.143986879,0.231223901,-4.947528656,7.52E-07,1.06E-05
AT1G03870,270.3619111,-1.146125223,0.200915759,-5.704506339,1.17E-08,2.48E-07
AT3G53650,36.51272107,-1.149096892,0.334219042,-3.438155062,0.000585692,0.003405961
AT4G21320,58.29187954,-1.149983809,0.257697903,-4.46252685,8.10E-06,8.58E-05
AT2G32550,157.4319271,-1.150001125,0.318032254,-3.61598898,0.000299203,0.001924105
AT1G10682,220.0661446,-1.150677098,0.227068922,-5.067523508,4.03E-07,6.02E-06
AT5G66620,58.95788102,-1.153453972,0.265941175,-4.33725229,1.44E-05,0.000141399
AT1G29450,153.2255442,-1.159420344,0.30404547,-3.813312344,0.000137117,0.00099253
AT5G51010,3032.567773,-1.159877609,0.179182163,-6.47317561,9.60E-11,3.04E-09
AT2G44300,80.2064452,-1.161555832,0.234447813,-4.954432373,7.25E-07,1.03E-05
AT1G06277,22.03452022,-1.161753075,0.348175752,-3.336685761,0.000847837,0.004659479
AT4G38400,34.17851764,-1.163321307,0.363663546,-3.198894477,0.001379557,0.006986556
AT1G02340,106.6918289,-1.163763139,0.208210735,-5.589352237,2.28E-08,4.59E-07
AT5G49800,79.68551021,-1.165540186,0.242948221,-4.797483931,1.61E-06,2.09E-05
AT3G44610,186.7120216,-1.168844801,0.182510359,-6.404265536,1.51E-10,4.60E-09
AT2G05995,105.3983738,-1.171457633,0.189807937,-6.171805319,6.75E-10,1.81E-08
AT1G29460,213.9609038,-1.176867795,0.187802335,-6.266523752,3.69E-10,1.05E-08
AT4G02100,62.8822382,-1.180797378,0.294460309,-4.010039187,6.07E-05,0.000489447
AT2G27402,65.42389526,-1.182141105,0.319526949,-3.699660101,0.000215888,0.00145537
AT3G63450,147.9621136,-1.184275894,0.175392387,-6.752151058,1.46E-11,5.32E-10
AT5G48920,83.57875171,-1.187638672,0.28422924,-4.178453527,2.93E-05,0.000260636
AT3G08350,87.33626988,-1.18934724,0.308062997,-3.860727352,0.00011305,0.000840368
AT2G39180,34.0831763,-1.191884704,0.366455338,-3.252469212,0.00114407,0.006002656
AT3G51330,86.46741389,-1.197543086,0.217487684,-5.506257023,3.67E-08,7.05E-07
AT1G33811,731.0834189,-1.198035128,0.246585811,-4.858491756,1.18E-06,1.59E-05
AT1G70210,708.775139,-1.203111619,0.199371275,-6.034528392,1.59E-09,3.94E-08
AT1G64670,222.3438039,-1.204395218,0.174245177,-6.912072031,4.78E-12,1.91E-10
AT2G25880,62.72576228,-1.205138313,0.323865937,-3.721102393,0.000198355,0.0013543
AT1G06273,33.95892308,-1.20539172,0.284191943,-4.241470416,2.22E-05,0.000205605
AT2G38540,15421.88582,-1.205972541,0.184778521,-6.526584027,6.73E-11,2.17E-09
AT5G15160,117.4927148,-1.209621731,0.321281751,-3.764987362,0.000166558,0.001169893
AT3G14740,44.97358618,-1.216711789,0.374965362,-3.244864496,0.001175065,0.006143291
AT2G21540,122.989085,-1.216722391,0.246667637,-4.932638944,8.11E-07,1.14E-05
AT4G03190,396.8619507,-1.221543006,0.229155527,-5.330628606,9.79E-08,1.71E-06
AT4G22010,169.1952591,-1.221878242,0.393312927,-3.106631277,0.001892323,0.009073941
AT5G05840,201.5170681,-1.225205541,0.187135159,-6.547169142,5.86E-11,1.92E-09
AT4G23500,481.6356144,-1.228385659,0.163234905,-7.525263401,5.26E-14,2.63E-12
AT5G51670,77.23960903,-1.230182736,0.256300712,-4.799763243,1.59E-06,2.07E-05
AT5G44020,574.2974336,-1.230763856,0.164321585,-7.489970687,6.89E-14,3.40E-12
AT1G04077,83.22948107,-1.232167482,0.235667481,-5.22841537,1.71E-07,2.79E-06
AT1G29430,283.3481387,-1.235697035,0.259629346,-4.759465956,1.94E-06,2.45E-05
AT5G03395,244.6644134,-1.236655415,0.254539028,-4.858411794,1.18E-06,1.59E-05
AT1G01620,2074.098864,-1.238478467,0.161302459,-7.677988742,1.62E-14,8.61E-13
AT3G16370,3857.288091,-1.24131146,0.149411439,-8.308008176,9.73E-17,6.52E-15
AT3G06520,96.38849871,-1.241369793,0.325984366,-3.808065422,0.000140058,0.001008221
AT3G63470,36.15557473,-1.243183107,0.396246986,-3.137394485,0.001704566,0.008335528
AT1G04540,63.13241595,-1.246070329,0.28859671,-4.317687232,1.58E-05,0.000153122
AT4G28310,49.95841096,-1.24720695,0.260858943,-4.781154653,1.74E-06,2.24E-05
AT2G15620,13320.03283,-1.24735005,0.211812363,-5.888938835,3.89E-09,8.99E-08
AT2G34060,204.2365465,-1.251464411,0.163075135,-7.674158347,1.67E-14,8.86E-13
AT4G13710,97.32117305,-1.254357535,0.239300135,-5.241775295,1.59E-07,2.62E-06
AT5G67411,27.42056282,-1.254700776,0.322566689,-3.889740686,0.000100351,0.000761897
AT3G59480,77.61596428,-1.255156072,0.242451378,-5.17693932,2.26E-07,3.58E-06
AT5G52310,11077.10207,-1.258900364,0.192700068,-6.532952369,6.45E-11,2.09E-09
AT1G55335,361.6572819,-1.259128439,0.232002853,-5.427211011,5.72E-08,1.05E-06
AT1G55330,361.7821585,-1.259831596,0.231988194,-5.430584963,5.62E-08,1.03E-06
AT3G47400,24.5786502,-1.265040263,0.365053162,-3.46535901,0.000529524,0.00312977
AT2G47560,30.18104788,-1.266663262,0.339822744,-3.727423443,0.000193447,0.001326197
AT3G13980,114.8006357,-1.268221257,0.254760729,-4.978087727,6.42E-07,9.25E-06
AT3G19850,452.2917246,-1.268311896,0.145791186,-8.699510112,3.33E-18,2.53E-16
AT5G36910,101.1384001,-1.270885134,0.341107001,-3.725766779,0.000194722,0.001333379
AT2G18890,219.4693431,-1.273864353,0.210159072,-6.061429285,1.35E-09,3.38E-08
AT5G47330,159.407147,-1.275641503,0.263716535,-4.83716921,1.32E-06,1.76E-05
AT5G51850,20.63010013,-1.281519627,0.399547355,-3.20742863,0.001339273,0.006823803
AT5G19170,20.19139786,-1.282653055,0.354875452,-3.614375264,0.000301073,0.001934537
AT5G10340,49.47493103,-1.28309225,0.333096724,-3.852011014,0.000117152,0.000866991
AT5G20250,325.76407,-1.295324255,0.244248542,-5.303303949,1.14E-07,1.94E-06
AT3G07010,245.7706577,-1.300768931,0.225089667,-5.778892239,7.52E-09,1.65E-07
AT3G25717,591.3512484,-1.303009462,0.181215115,-7.190401668,6.46E-13,2.88E-11
AT5G14740,34979.49777,-1.308062162,0.190092473,-6.881188618,5.94E-12,2.31E-10
AT5G64410,157.6206714,-1.309129798,0.238110963,-5.497982035,3.84E-08,7.33E-07
AT1G09750,1608.36754,-1.310749396,0.171995474,-7.620836547,2.52E-14,1.31E-12
AT5G15581,51.89402798,-1.310863248,0.354179877,-3.701122883,0.000214647,0.001448253
AT2G05540,605.5751108,-1.315008562,0.275935481,-4.765637806,1.88E-06,2.39E-05
AT4G25100,18781.14153,-1.318805434,0.150386714,-8.769427819,1.80E-18,1.42E-16
AT2G46530,637.7904933,-1.318851097,0.201459558,-6.546480643,5.89E-11,1.93E-09
AT3G01500,121631.3349,-1.32485651,0.186420783,-7.10680693,1.19E-12,5.12E-11
AT1G77690,89.19972395,-1.326571136,0.244992849,-5.414734119,6.14E-08,1.12E-06
AT3G18485,86.27135905,-1.330249422,0.328211223,-4.053028442,5.06E-05,0.000417667
AT1G02705,50.9707676,-1.332081191,0.326706203,-4.077306094,4.56E-05,0.000382027
AT5G08000,56.52109648,-1.332244199,0.291954642,-4.563188965,5.04E-06,5.64E-05
AT4G36060,19.58983673,-1.333232905,0.420494388,-3.170631865,0.001521078,0.007570848
AT3G60220,45.44785668,-1.341697226,0.250245696,-5.361519693,8.25E-08,1.46E-06
AT4G04455,111.4488294,-1.342165621,0.252851171,-5.308124996,1.11E-07,1.90E-06
AT5G25390,85.69204212,-1.345319538,0.2331492,-5.770208686,7.92E-09,1.72E-07
AT5G47130,17.36025743,-1.346060135,0.399875569,-3.366197483,0.000762121,0.004256735
AT1G52827,223.5723968,-1.346836516,0.174897482,-7.700719879,1.35E-14,7.29E-13
